AtomIdx,Elem,Neighbors,AvgWBO,AngleMean,AngleCnt,Aromatic,Hybrid_V2,NuclearCharge,ElectronPop,NMB_Pop,NPA_Charge,s,p,d,f,g,ps_ratio
93,X,8,35.9300875,,0,False,sp3,,,,,,,,,,
94,X,7,31.285555714285717,,0,False,sp3,,,,,,,,,,
95,X,7,30.571428571428573,,0,False,sp3,,,,,,,,,,
96,X,6,34.5,,0,False,sp3,,,,,,,,,,
97,X,8,29.0895,,0,False,sp3,,,,,,,,,,
98,X,7,36.56699714285714,,0,False,sp3,,,,,,,,,,
99,X,7,36.38267142857143,,0,False,sp3,,,,,,,,,,
100,X,7,30.625171428571427,,0,False,sp3,,,,,,,,,,
101,X,8,32.1292925,,0,False,sp3,,,,,,,,,,
102,X,6,36.333333333333336,,0,False,sp3,,,,,,,,,,
103,X,8,25.83540625,,0,False,sp3,,,,,,,,,,
104,X,6,34.0,,0,False,sp3,,,,,,,,,,
105,X,8,33.07416,,0,False,sp3,,,,,,,,,,
106,X,6,43.666666666666664,,0,False,sp3,,,,,,,,,,
107,X,8,32.9345625,,0,False,sp3,,,,,,,,,,
108,X,8,32.585725,,0,False,sp3,,,,,,,,,,
109,X,7,36.95767142857143,,0,False,sp3,,,,,,,,,,
110,X,7,38.428425714285716,,0,False,sp3,,,,,,,,,,
111,X,8,41.3064,,0,False,sp3,,,,,,,,,,
112,X,6,53.833333333333336,,0,False,sp3,,,,,,,,,,
113,X,8,35.6266375,,0,False,sp3,,,,,,,,,,
114,X,7,40.28262285714286,,0,False,sp3,,,,,,,,,,
115,X,7,40.10181428571428,,0,False,sp3,,,,,,,,,,
116,X,7,40.957342857142855,,0,False,sp3,,,,,,,,,,
117,X,8,31.12486125,,0,False,sp3,,,,,,,,,,
118,X,6,41.0,,0,False,sp3,,,,,,,,,,
119,X,9,27.777653333333333,,0,False,sp3,,,,,,,,,,
120,X,6,41.0,,0,False,sp3,,,,,,,,,,
121,X,8,39.2047,,0,False,sp3,,,,,,,,,,
122,X,7,43.99984857142857,,0,False,sp3,,,,,,,,,,
123,X,7,40.142857142857146,,0,False,sp3,,,,,,,,,,
124,X,6,45.5,,0,False,sp3,,,,,,,,,,
125,X,8,32.29703,,0,False,sp3,,,,,,,,,,
126,X,8,38.07463625,,0,False,sp3,,,,,,,,,,
127,X,7,43.28042857142857,,0,False,sp3,,,,,,,,,,
128,X,6,65.0,,0,False,sp3,,,,,,,,,,
129,X,7,37.27988571428572,,0,False,sp3,,,,,,,,,,
130,X,41,52.390243902439025,,0,False,sp3,,,,,,,,,,
131,X,7,37.534085714285716,,0,False,sp3,,,,,,,,,,
132,X,7,37.52487142857143,,0,False,sp3,,,,,,,,,,
133,X,7,51.285714285714285,,0,False,sp3,,,,,,,,,,
134,X,6,55.333333333333336,,0,False,sp3,,,,,,,,,,
135,X,8,32.58572125,,0,False,sp3,,,,,,,,,,
136,X,7,36.95767142857143,,0,False,sp3,,,,,,,,,,
137,X,7,42.142857142857146,,0,False,sp3,,,,,,,,,,
138,X,6,43.0,,0,False,sp3,,,,,,,,,,
139,X,41,58.36532560975609,,0,False,sp3,,,,,,,,,,
140,X,6,46.666666666666664,,0,False,sp3,,,,,,,,,,
141,X,8,40.849312499999996,,0,False,sp3,,,,,,,,,,
142,X,7,42.08674285714285,,0,False,sp3,,,,,,,,,,
143,X,8,38.074635,,0,False,sp3,,,,,,,,,,
144,X,6,50.333333333333336,,0,False,sp3,,,,,,,,,,
145,X,7,46.714285714285715,,0,False,sp3,,,,,,,,,,
146,X,6,50.5,,0,False,sp3,,,,,,,,,,
147,X,7,47.52322857142857,,0,False,sp3,,,,,,,,,,
148,X,6,55.333333333333336,,0,False,sp3,,,,,,,,,,
149,X,7,47.24554285714286,,0,False,sp3,,,,,,,,,,
150,X,8,42.58680125,,0,False,sp3,,,,,,,,,,
151,X,7,51.285714285714285,,0,False,sp3,,,,,,,,,,
152,X,6,57.833333333333336,,0,False,sp3,,,,,,,,,,
153,X,8,47.857075,,0,False,sp3,,,,,,,,,,
154,X,8,50.20132875,,0,False,sp3,,,,,,,,,,
155,X,6,66.5,,0,False,sp3,,,,,,,,,,
156,X,8,51.19745375,,0,False,sp3,,,,,,,,,,
157,X,6,67.83333333333333,,0,False,sp3,,,,,,,,,,
158,X,8,49.346438750000004,,0,False,sp3,,,,,,,,,,
159,X,7,56.06381428571429,,0,False,sp3,,,,,,,,,,
160,X,6,66.0,,0,False,sp3,,,,,,,,,,
161,X,9,42.99990888888889,,0,False,sp3,,,,,,,,,,
162,X,6,63.833333333333336,,0,False,sp3,,,,,,,,,,
163,X,8,50.20132875,,0,False,sp3,,,,,,,,,,
164,X,6,66.5,,0,False,sp3,,,,,,,,,,
165,X,8,51.19745375,,0,False,sp3,,,,,,,,,,
166,X,7,61.569361428571426,,0,False,sp3,,,,,,,,,,
167,X,7,61.39924285714285,,0,False,sp3,,,,,,,,,,
168,X,7,55.428465714285714,,0,False,sp3,,,,,,,,,,
169,X,8,51.0569,,0,False,sp3,,,,,,,,,,
170,X,6,66.33333333333333,,0,False,sp3,,,,,,,,,,
171,X,8,64.5482375,,0,False,sp3,,,,,,,,,,
172,X,5,54.75792,,0,False,sp3,,,,,,,,,,
173,X,7,64.99636285714286,,0,False,sp3,,,,,,,,,,
174,X,6,75.5,,0,False,sp3,,,,,,,,,,
175,X,8,53.986,,0,False,sp3,,,,,,,,,,
176,X,6,71.66666666666667,,0,False,sp3,,,,,,,,,,
177,X,8,57.4049375,,0,False,sp3,,,,,,,,,,
178,X,7,65.50667142857142,,0,False,sp3,,,,,,,,,,
179,X,7,61.569358571428566,,0,False,sp3,,,,,,,,,,
180,X,6,70.83333333333333,,0,False,sp3,,,,,,,,,,
181,X,7,76.5441,,0,False,sp3,,,,,,,,,,
182,X,6,89.16666666666667,,0,False,sp3,,,,,,,,,,
183,X,8,54.22363625,,0,False,sp3,,,,,,,,,,
184,X,6,71.5,,0,False,sp3,,,,,,,,,,
185,X,7,64.99635428571428,,0,False,sp3,,,,,,,,,,
186,X,6,75.5,,0,False,sp3,,,,,,,,,,
187,X,7,60.915771428571425,,0,False,sp3,,,,,,,,,,
188,X,6,71.5,,0,False,sp3,,,,,,,,,,
189,X,9,58.24238666666666,,0,False,sp3,,,,,,,,,,
190,X,6,86.83333333333333,,0,False,sp3,,,,,,,,,,
191,X,9,52.20724,,0,False,sp3,,,,,,,,,,
192,X,6,75.16666666666667,,0,False,sp3,,,,,,,,,,
193,X,7,75.63321428571429,,0,False,sp3,,,,,,,,,,
194,X,6,87.5,,0,False,sp3,,,,,,,,,,
195,X,8,70.19927125000001,,0,False,sp3,,,,,,,,,,
196,X,6,93.16666666666667,,0,False,sp3,,,,,,,,,,
197,X,8,69.44942625,,0,False,sp3,,,,,,,,,,
198,X,6,92.16666666666667,,0,False,sp3,,,,,,,,,,
199,X,8,63.38475,,0,False,sp3,,,,,,,,,,
200,X,6,84.33333333333333,,0,False,sp3,,,,,,,,,,
201,X,8,66.0110875,,0,False,sp3,,,,,,,,,,
202,X,6,85.83333333333333,,0,False,sp3,,,,,,,,,,
203,X,9,58.24244,,0,False,sp3,,,,,,,,,,
204,X,6,85.33333333333333,,0,False,sp3,,,,,,,,,,
205,X,8,65.07363000000001,,0,False,sp3,,,,,,,,,,
206,X,6,86.33333333333333,,0,False,sp3,,,,,,,,,,
207,X,8,72.74989625,,0,False,sp3,,,,,,,,,,
208,X,6,95.83333333333333,,0,False,sp3,,,,,,,,,,
209,X,7,70.28571428571429,,0,False,sp3,,,,,,,,,,
210,X,6,78.83333333333333,,0,False,sp3,,,,,,,,,,
211,X,8,64.33821125,,0,False,sp3,,,,,,,,,,
212,X,6,85.33333333333333,,0,False,sp3,,,,,,,,,,
213,X,7,76.13948285714287,,0,False,sp3,,,,,,,,,,
214,X,6,88.5,,0,False,sp3,,,,,,,,,,
215,X,6,84.0,,0,False,sp3,,,,,,,,,,
216,X,6,83.33333333333333,,0,False,sp3,,,,,,,,,,
217,X,8,63.52875,,0,False,sp3,,,,,,,,,,
218,X,6,84.5,,0,False,sp3,,,,,,,,,,
219,X,8,75.600825,,0,False,sp3,,,,,,,,,,
220,X,6,100.5,,0,False,sp3,,,,,,,,,,
221,X,8,71.69912249999999,,0,False,sp3,,,,,,,,,,
222,X,6,95.16666666666667,,0,False,sp3,,,,,,,,,,
223,X,9,59.62328888888889,,0,False,sp3,,,,,,,,,,
224,X,6,85.66666666666667,,0,False,sp3,,,,,,,,,,
225,X,7,77.28571428571429,,0,False,sp3,,,,,,,,,,
226,X,6,86.83333333333333,,0,False,sp3,,,,,,,,,,
227,X,9,62.56836777777778,,0,False,sp3,,,,,,,,,,
228,X,6,93.33333333333333,,0,False,sp3,,,,,,,,,,
229,X,7,81.85444714285714,,0,False,sp3,,,,,,,,,,
230,X,6,95.16666666666667,,0,False,sp3,,,,,,,,,,
231,X,8,64.3382125,,0,False,sp3,,,,,,,,,,
232,X,6,85.33333333333333,,0,False,sp3,,,,,,,,,,
233,X,7,76.13948142857143,,0,False,sp3,,,,,,,,,,
234,X,6,88.5,,0,False,sp3,,,,,,,,,,
235,X,7,78.8178,,0,False,sp3,,,,,,,,,,
236,X,7,78.66987142857144,,0,False,sp3,,,,,,,,,,
237,X,8,68.119575,,0,False,sp3,,,,,,,,,,
238,X,6,90.66666666666667,,0,False,sp3,,,,,,,,,,
239,X,7,87.5420142857143,,0,False,sp3,,,,,,,,,,
240,X,6,101.66666666666667,,0,False,sp3,,,,,,,,,,
241,X,7,78.10471428571428,,0,False,sp3,,,,,,,,,,
242,X,7,78.09717142857143,,0,False,sp3,,,,,,,,,,
243,X,8,71.69912249999999,,0,False,sp3,,,,,,,,,,
244,X,6,95.66666666666667,,0,False,sp3,,,,,,,,,,
245,X,8,78.6635825,,0,False,sp3,,,,,,,,,,
246,X,6,104.5,,0,False,sp3,,,,,,,,,,
247,X,8,72.62492125,,0,False,sp3,,,,,,,,,,
248,X,6,92.0,,0,False,sp3,,,,,,,,,,
249,X,7,85.57142857142857,,0,False,sp3,,,,,,,,,,
250,X,6,95.66666666666667,,0,False,sp3,,,,,,,,,,
251,X,8,94.8060125,,0,False,sp3,,,,,,,,,,
252,X,6,126.0,,0,False,sp3,,,,,,,,,,
253,X,7,81.85444714285714,,0,False,sp3,,,,,,,,,,
254,X,6,95.16666666666667,,0,False,sp3,,,,,,,,,,
255,X,6,90.83333333333333,,0,False,sp3,,,,,,,,,,
256,X,6,90.83333333333333,,0,False,sp3,,,,,,,,,,
257,X,7,84.38345714285715,,0,False,sp3,,,,,,,,,,
258,X,6,99.83333333333333,,0,False,sp3,,,,,,,,,,
259,X,7,85.36595714285714,,0,False,sp3,,,,,,,,,,
260,X,6,99.5,,0,False,sp3,,,,,,,,,,
261,X,8,77.61179999999999,,0,False,sp3,,,,,,,,,,
262,X,6,104.33333333333333,,0,False,sp3,,,,,,,,,,
263,X,7,85.40874285714287,,0,False,sp3,,,,,,,,,,
264,X,6,99.5,,0,False,sp3,,,,,,,,,,
265,X,8,78.66358125,,0,False,sp3,,,,,,,,,,
266,X,6,104.5,,0,False,sp3,,,,,,,,,,
267,X,8,79.37492,,0,False,sp3,,,,,,,,,,
268,X,6,105.33333333333333,,0,False,sp3,,,,,,,,,,
269,X,8,80.69018750000001,,0,False,sp3,,,,,,,,,,
270,X,7,92.34788571428571,,0,False,sp3,,,,,,,,,,
271,X,8,94.8060125,,0,False,sp3,,,,,,,,,,
272,X,6,126.0,,0,False,sp3,,,,,,,,,,
273,X,7,95.92854285714286,,0,False,sp3,,,,,,,,,,
274,X,6,112.33333333333333,,0,False,sp3,,,,,,,,,,
275,X,7,98.42573428571428,,0,False,sp3,,,,,,,,,,
276,X,6,114.5,,0,False,sp3,,,,,,,,,,
277,X,9,72.14489555555556,,0,False,sp3,,,,,,,,,,
278,X,6,102.16666666666667,,0,False,sp3,,,,,,,,,,
279,X,8,90.6014625,,0,False,sp3,,,,,,,,,,
280,X,6,116.5,,0,False,sp3,,,,,,,,,,
281,X,8,89.19841875,,0,False,sp3,,,,,,,,,,
282,X,6,118.5,,0,False,sp3,,,,,,,,,,
283,X,8,88.4487,,0,False,sp3,,,,,,,,,,
284,X,6,117.5,,0,False,sp3,,,,,,,,,,
285,X,7,102.56790000000001,,0,False,sp3,,,,,,,,,,
286,X,6,119.5,,0,False,sp3,,,,,,,,,,
287,X,7,100.39661428571428,,0,False,sp3,,,,,,,,,,
288,X,6,117.0,,0,False,sp3,,,,,,,,,,
289,X,7,97.25085714285714,,0,False,sp3,,,,,,,,,,
290,X,6,111.0,,0,False,sp3,,,,,,,,,,
291,X,7,52.66627142857142,,0,False,sp3,,,,,,,,,,
292,X,6,121.33333333333333,,0,False,sp3,,,,,,,,,,
293,X,8,89.37488625,,0,False,sp3,,,,,,,,,,
294,X,6,116.33333333333333,,0,False,sp3,,,,,,,,,,
295,X,7,103.0,,0,False,sp3,,,,,,,,,,
296,X,6,115.33333333333333,,0,False,sp3,,,,,,,,,,
297,X,7,108.42484571428572,,0,False,sp3,,,,,,,,,,
298,X,6,126.16666666666667,,0,False,sp3,,,,,,,,,,
299,X,7,107.56757,,0,False,sp3,,,,,,,,,,
300,X,6,125.16666666666667,,0,False,sp3,,,,,,,,,,
301,X,8,88.4487,,0,False,sp3,,,,,,,,,,
302,X,6,117.5,,0,False,sp3,,,,,,,,,,
303,X,8,90.7221375,,0,False,sp3,,,,,,,,,,
304,X,6,120.66666666666667,,0,False,sp3,,,,,,,,,,
305,X,7,100.55905714285714,,0,False,sp3,,,,,,,,,,
306,X,6,115.66666666666667,,0,False,sp3,,,,,,,,,,
307,X,8,91.33298875,,0,False,sp3,,,,,,,,,,
308,X,6,121.33333333333333,,0,False,sp3,,,,,,,,,,
309,X,8,93.374885,,0,False,sp3,,,,,,,,,,
310,X,6,121.83333333333333,,0,False,sp3,,,,,,,,,,
311,X,7,115.96642857142857,,0,False,sp3,,,,,,,,,,
312,X,6,135.16666666666666,,0,False,sp3,,,,,,,,,,
313,X,7,108.42484571428572,,0,False,sp3,,,,,,,,,,
314,X,6,126.16666666666667,,0,False,sp3,,,,,,,,,,
315,X,8,96.74989124999999,,0,False,sp3,,,,,,,,,,
316,X,6,123.66666666666667,,0,False,sp3,,,,,,,,,,
317,X,8,102.5595375,,0,False,sp3,,,,,,,,,,
318,X,6,134.0,,0,False,sp3,,,,,,,,,,
319,X,7,114.28349857142858,,0,False,sp3,,,,,,,,,,
320,X,6,133.0,,0,False,sp3,,,,,,,,,,
321,X,8,102.44904249999999,,0,False,sp3,,,,,,,,,,
322,X,6,136.16666666666666,,0,False,sp3,,,,,,,,,,
323,X,8,101.69905625,,0,False,sp3,,,,,,,,,,
324,X,6,135.16666666666666,,0,False,sp3,,,,,,,,,,
325,X,8,96.7474125,,0,False,sp3,,,,,,,,,,
326,X,6,128.83333333333334,,0,False,sp3,,,,,,,,,,
327,X,7,113.84432857142858,,0,False,sp3,,,,,,,,,,
328,X,6,132.66666666666666,,0,False,sp3,,,,,,,,,,
329,X,8,104.263325,,0,False,sp3,,,,,,,,,,
330,X,6,134.66666666666666,,0,False,sp3,,,,,,,,,,
331,X,8,99.24989125,,0,False,sp3,,,,,,,,,,
332,X,6,131.83333333333334,,0,False,sp3,,,,,,,,,,
333,X,7,115.09375714285714,,0,False,sp3,,,,,,,,,,
334,X,6,131.33333333333334,,0,False,sp3,,,,,,,,,,
335,X,6,135.5,,0,False,sp3,,,,,,,,,,
336,X,6,135.5,,0,False,sp3,,,,,,,,,,
337,X,7,114.28349714285716,,0,False,sp3,,,,,,,,,,
338,X,6,133.0,,0,False,sp3,,,,,,,,,,
339,X,8,107.19970875000001,,0,False,sp3,,,,,,,,,,
340,X,6,142.5,,0,False,sp3,,,,,,,,,,
341,X,9,92.73512555555556,,0,False,sp3,,,,,,,,,,
342,X,6,135.16666666666666,,0,False,sp3,,,,,,,,,,
343,X,8,101.918075,,0,False,sp3,,,,,,,,,,
344,X,6,130.33333333333334,,0,False,sp3,,,,,,,,,,
345,X,7,122.28394285714285,,0,False,sp3,,,,,,,,,,
346,X,6,142.33333333333334,,0,False,sp3,,,,,,,,,,
347,X,7,124.42679142857142,,0,False,sp3,,,,,,,,,,
348,X,6,144.83333333333334,,0,False,sp3,,,,,,,,,,
349,X,8,102.25675,,0,False,sp3,,,,,,,,,,
350,X,6,136.16666666666666,,0,False,sp3,,,,,,,,,,
351,X,8,104.2491375,,0,False,sp3,,,,,,,,,,
352,X,6,138.83333333333334,,0,False,sp3,,,,,,,,,,
353,X,8,104.99355,,0,False,sp3,,,,,,,,,,
354,X,6,137.16666666666666,,0,False,sp3,,,,,,,,,,
355,X,8,107.19970875000001,,0,False,sp3,,,,,,,,,,
356,X,6,142.5,,0,False,sp3,,,,,,,,,,
357,X,8,107.2499,,0,False,sp3,,,,,,,,,,
358,X,6,139.33333333333334,,0,False,sp3,,,,,,,,,,
359,X,8,108.25308749999999,,0,False,sp3,,,,,,,,,,
360,X,6,144.16666666666666,,0,False,sp3,,,,,,,,,,
361,X,7,122.28394285714285,,0,False,sp3,,,,,,,,,,
362,X,6,139.66666666666666,,0,False,sp3,,,,,,,,,,
363,X,7,124.42679142857142,,0,False,sp3,,,,,,,,,,
364,X,6,144.83333333333334,,0,False,sp3,,,,,,,,,,
365,X,6,140.83333333333334,,0,False,sp3,,,,,,,,,,
366,X,6,139.16666666666666,,0,False,sp3,,,,,,,,,,
368,X,8,109.51852500000001,,0,False,sp3,,,,,,,,,,
369,X,7,125.08255714285714,,0,False,sp3,,,,,,,,,,
370,X,8,110.840125,,0,False,sp3,,,,,,,,,,
