Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber
6,0.0,C  - C~   |,12.011,oplsaa.lt,C,6
54,-0.18,C  - CT   | n-CH3 all-atom C: alkanes,12.011,oplsaa.lt,C,6
55,-0.18,C  - CT   | iso-CH3 all-atom C: alkanes,12.011,oplsaa.lt,C,6
56,-0.18,C  - CT   | neo-CH3 all-atom C: alkanes,12.011,oplsaa.lt,C,6
57,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa.lt,C,6
58,-0.06,C  - CT   | CH all-atom C: alkanes,12.011,oplsaa.lt,C,6
59,0.0,C  - CT   | C all-atom C: alkanes,12.011,oplsaa.lt,C,6
61,-0.065,"C  - CT   | all-atom C: CH3, toluene",12.011,oplsaa.lt,C,6
62,-0.005,"C  - CT   | all-atom C: CH2, ethyl benzene",12.011,oplsaa.lt,C,6
63,0.055,"C  - CT   | all-atom C: CH, i-propyl benzene",12.011,oplsaa.lt,C,6
64,0.115,"C  - CT   | all-atom C: C, t-butyl benzene",12.011,oplsaa.lt,C,6
66,0.0,"C  - C4   | CH4 66-77: JACS,106,6638 (1984)",12.011,oplsaa.lt,C,6
67,0.0,C  - C3   | CH3 (C1) ETHANE,12.011,oplsaa.lt,C,6
68,0.0,C  - C3   | CH3 (C2) N-ALKANES,12.011,oplsaa.lt,C,6
69,0.0,C  - C3   | CH3 (C3) ISOBUTANE,12.011,oplsaa.lt,C,6
70,0.0,C  - C3   | CH3 (C4) NEOPENTANE,12.011,oplsaa.lt,C,6
71,0.0,C  - C2   | CH2 (SP3) ALKANES,12.011,oplsaa.lt,C,6
72,0.0,C  - C9   | CH2 (SP2) 1-ALKENES,12.011,oplsaa.lt,C,6
73,0.0,C  - CH   | CH (SP3) ISOBUTANE,12.011,oplsaa.lt,C,6
74,0.0,C  - C8   | CH (SP2) 2-ALKENES,12.011,oplsaa.lt,C,6
75,0.0,C  - CD   | CH (AROM) BENZENOID united atom,12.011,oplsaa.lt,C,6
76,0.0,C  - CT   | C (SP3) NEOPENTANE,12.011,oplsaa.lt,C,6
77,0.0,C  - C7   | C (SP2) ISOBUTENE,12.011,oplsaa.lt,C,6
80,0.265,"C  - C3   | CH3 IN METHANOL """,12.011,oplsaa.lt,C,6
81,0.265,"C  - C2   | CH2 IN ETHANOL """,12.011,oplsaa.lt,C,6
88,0.18,"C  - C3   | CH3 IN CH3SH """,12.011,oplsaa.lt,C,6
89,0.18,"C  - C2   | CH2 IN CH3CH2SH """,12.011,oplsaa.lt,C,6
90,0.235,"C  - C3   | CH3 IN CH3SR """,12.011,oplsaa.lt,C,6
91,0.235,"C  - C2   | CH2 IN RCH2SR """,12.011,oplsaa.lt,C,6
92,0.3,"C  - C3   | CH3 IN CH3SSR """,12.011,oplsaa.lt,C,6
93,0.3,"C  - C2   | CH2 IN RCH2SSR """,12.011,oplsaa.lt,C,6
95,0.28,"C  - CZ   | C IN CH3CN """,12.011,oplsaa.lt,C,6
96,0.15,"C  - C3   | CH3 IN CH3CN united atom """,12.011,oplsaa.lt,C,6
106,0.265,C  - CH   | CH (SP3) ISOPROPANOL,12.011,oplsaa.lt,C,6
107,0.265,C  - CT   | C (SP3) T-BUTANOL,12.011,oplsaa.lt,C,6
109,0.25,"C  - C3   | ETHER CH3 (-O) """,12.011,oplsaa.lt,C,6
110,0.25,"C  - C2   | ETHER CH2 (-O) """,12.011,oplsaa.lt,C,6
118,0.5,C  - C2   | CH2 Methylenechloride C-Cl=1.772,12.011,oplsaa.lt,C,6
120,0.42,"C  - CH   | CH Chloroform JPC,94,1683 (1990)",12.011,oplsaa.lt,C,6
122,0.248,C  - CT   | C CCl4,12.011,oplsaa.lt,C,6
126,0.16,C  - C3   | DMSO,12.011,oplsaa.lt,C,6
131,0.5,"C  - C~   | C in C=O for UA formamide, DMF.",12.011,oplsaa.lt,C,6
132,0.285,C  - C3   | CH3 in HCON(CH3)2 DMF,12.011,oplsaa.lt,C,6
135,-0.18,C  - CT   | CH3 all-atom C: alkanes,12.011,oplsaa.lt,C,6
136,-0.12,C  - CT   | CH2 all-atom C: alkanes,12.011,oplsaa.lt,C,6
137,-0.06,C  - CT   | CH all-atom C: alkanes,12.011,oplsaa.lt,C,6
138,-0.24,C  - CT   | CH4 all-atom C: methane mod 1/2020,12.011,oplsaa.lt,C,6
139,0.0,C  - CT   | C all-atom C: alkanes,12.011,oplsaa.lt,C,6
141,0.0,C  - CM   | alkene C (R2-C=) all atom,12.011,oplsaa.lt,C,6
142,-0.115,C  - CM   | alkene C (RH-C=) all atom,12.011,oplsaa.lt,C,6
143,-0.23,C  - CM   | alkene C (H2-C=) all atom,12.011,oplsaa.lt,C,6
145,-0.115,C  - CA   | Benzene C - 12 site OPLS/2020,12.011,oplsaa.lt,C,6
147,0.0,C  - CB   | Naphthalene fusion C (C9),12.011,oplsaa.lt,C,6
148,-0.065,"C  - CT   | all-atom C: CH3, toluene",12.011,oplsaa.lt,C,6
149,-0.005,"C  - CT   | all-atom C: CH2, ethyl benzene",12.011,oplsaa.lt,C,6
150,-0.115,C  - C=   | diene =CH-CH=; see 178 also,12.011,oplsaa.lt,C,6
152,-0.006,"C  - CT   | RCH2Cl "" """,12.011,oplsaa.lt,C,6
157,0.145,"C  - CT   | all-atom C: CH3 & CH2, prim. alcohols",12.011,oplsaa.lt,C,6
158,0.205,"C  - CT   | all-atom C: CH, sec. alcohols",12.011,oplsaa.lt,C,6
159,0.232,"C  - CT   | all-atom C: C, tert. alcohols OPLS/2020",12.011,oplsaa.lt,C,6
165,0.0,C  - CA   | Cipso in styrene,12.011,oplsaa.lt,C,6
166,0.1,C  - CA   | C(OH) phenol Use with all,12.011,oplsaa.lt,C,6
173,0.145,"C  - CT   | C(H2OH): diols, triols",12.011,oplsaa.lt,C,6
174,0.205,"C  - CT   | C(HROH): """,12.011,oplsaa.lt,C,6
175,0.265,"C  - CT   | C(R2OH): """,12.011,oplsaa.lt,C,6
178,0.0,C  - C=   | diene =CR-RC=; see 150 also,12.011,oplsaa.lt,C,6
181,0.11,C  - CT   | C(H3OR): methyl ether,12.011,oplsaa.lt,C,6
182,0.14,C  - CT   | C(H2OR): ethyl ether,12.011,oplsaa.lt,C,6
183,0.17,C  - CT   | C(HOR): i-Pr ether,12.011,oplsaa.lt,C,6
184,0.2,C  - CT   | C(OR): t-Bu ether,12.011,oplsaa.lt,C,6
189,0.06,C  - CO   | C(H2O2): acetal OCH2O,12.011,oplsaa.lt,C,6
191,0.195,C  - CO   | C(H2O2): hemiacetal OCH2OH,12.011,oplsaa.lt,C,6
193,0.16,C  - CO   | C(HCO2): acetal OCHRO,12.011,oplsaa.lt,C,6
195,0.295,C  - CO   | C(HCO2): hemiacetal OCHROH,12.011,oplsaa.lt,C,6
197,0.26,C  - CO   | C(C2O2): acetal OCRRO,12.011,oplsaa.lt,C,6
198,0.395,C  - CO   | C(C2O2): hemiacetal OCRROH,12.011,oplsaa.lt,C,6
199,0.085,C  - CA   | C(OMe) anisole OPLS/2020,12.011,oplsaa.lt,C,6
206,0.06,"C  - CT   | all-atom C: CH2, thiols",12.011,oplsaa.lt,C,6
207,0.12,"C  - CT   | all-atom C: CH, thiols",12.011,oplsaa.lt,C,6
208,0.18,"C  - CT   | all-atom C: C, thiols",12.011,oplsaa.lt,C,6
209,-0.0125,"C  - CT   | all-atom C: CH3, sulfides OPLS-AA/L",12.011,oplsaa.lt,C,6
210,0.0475,"C  - CT   | all-atom C: CH2, sulfides OPLS-AA/L",12.011,oplsaa.lt,C,6
211,0.1175,"C  - CT   | all-atom C: CH, sulfides OPLS-AA/L",12.011,oplsaa.lt,C,6
212,0.1675,"C  - CT   | all-atom C: C, sulfides OPLS-AA/L",12.011,oplsaa.lt,C,6
213,0.0375,"C  - CT   | all-atom C: CH3, disulfides",12.011,oplsaa.lt,C,6
214,0.0975,"C  - CT   | all-atom C: CH2, disulfides",12.011,oplsaa.lt,C,6
215,0.1575,"C  - CT   | all-atom C: CH, disulfides",12.011,oplsaa.lt,C,6
216,0.2175,"C  - CT   | all-atom C: C, disulfides",12.011,oplsaa.lt,C,6
217,0.0,"C  - CT   | all-atom C: CH3, methanethiol",12.011,oplsaa.lt,C,6
218,0.2,C  - CT   | C in CH2OH - benzyl alcohols,12.011,oplsaa.lt,C,6
219,0.26,C  - CT   | C in CHROH - benzyl alcohols,12.011,oplsaa.lt,C,6
220,0.32,C  - CT   | C in CR2OH - benzyl alcohols,12.011,oplsaa.lt,C,6
221,-0.055,"C  - CA   | C(CH2OH) - benzyl alcohols, nitriles",12.011,oplsaa.lt,C,6
223,0.08,C  - CT   | C in RCH2NH2 and Gly CA (See 900 for amines),12.011,oplsaa.lt,C,6
224,0.14,C  - CT   | C in R2CHNH2 and Ala CA,12.011,oplsaa.lt,C,6
225,0.2,C  - CT   | C in R3CNH2 and Aib CA,12.011,oplsaa.lt,C,6
227,0.005,C  - CM   | chloroalkene C (ClH-C=),12.011,oplsaa.lt,C,6
228,0.1025,C  - CA   | C(SMe) thioanisole,12.011,oplsaa.lt,C,6
229,0.14,C  - CT   | C on N: secondary N-CHR2 amide,12.011,oplsaa.lt,C,6
230,0.2,C  - CT   | C on N: secondary N-CR3 amide,12.011,oplsaa.lt,C,6
231,0.7,C  - C~   | C: C=O in benzophenone,12.011,oplsaa.lt,C,6
232,0.565,C  - C~   | C: C=O in benzaldehyde,12.011,oplsaa.lt,C,6
233,0.585,C  - C~   | C: C=O in acetophenone,12.011,oplsaa.lt,C,6
234,0.615,C  - C~   | C: C=O in benzamide,12.011,oplsaa.lt,C,6
235,0.5,C  - C~   | C: C=O in amide. Acyl R in amides,12.011,oplsaa.lt,C,6
242,0.02,C  - CT   | C on N: secondary N-Me amide,12.011,oplsaa.lt,C,6
243,-0.11,C  - CT   | C on N: tertiary N-Me amide,12.011,oplsaa.lt,C,6
244,0.08,C  - CT   | C on N: secondary N-CH2R amide,12.011,oplsaa.lt,C,6
245,-0.05,C  - CT   | C on N: tertiary N-CH2R amide (Pro Cdelta),12.011,oplsaa.lt,C,6
246,0.01,C  - CT   | C on N: tertiary N-CHR2 amide (Pro Calpha),12.011,oplsaa.lt,C,6
247,0.142,C  - C~   | C in O=C(NH2)2 Urea,12.011,oplsaa.lt,C,6
252,0.42,C  - C~   | C(=O) in imide,12.011,oplsaa.lt,C,6
256,-0.12,C  - CT   | C in CH3 imide,12.011,oplsaa.lt,C,6
257,-0.06,C  - CT   | C in RCH2 imide,12.011,oplsaa.lt,C,6
258,0.0,C  - CT   | C in R2CH imide,12.011,oplsaa.lt,C,6
259,0.06,C  - CT   | C in R3C imide,12.011,oplsaa.lt,C,6
260,0.035,C  - CA   | C(CN) benzonitrile cyano,12.011,oplsaa.lt,C,6
261,0.395,C  - CZ   | C(N) benzonitrile,12.011,oplsaa.lt,C,6
263,0.18,C  - CA   | C(Cl) chlorobenzene,12.011,oplsaa.lt,C,6
266,0.085,C  - CA   | ipso C in N-phenylacetamide,12.011,oplsaa.lt,C,6
267,0.52,C  - C~   | Co in CCOOH carboxylic acid,12.011,oplsaa.lt,C,6
271,0.7,C  - C~   | C in COO- carboxylate,12.011,oplsaa.lt,C,6
273,-0.28,"C  - CT   | C: CH3, carboxylate ion",12.011,oplsaa.lt,C,6
274,-0.22,"C  - CT   | C: CH2, carboxylate ion",12.011,oplsaa.lt,C,6
275,-0.16,"C  - CT   | C: CH, carboxylate ion",12.011,oplsaa.lt,C,6
276,-0.1,"C  - CT   | C: C, carboxylate ion",12.011,oplsaa.lt,C,6
277,0.45,C  - C~   | AA C: aldehyde & acyl halide - for C-alpha use,12.011,oplsaa.lt,C,6
280,0.47,C  - C~   | AA C: ketone - for C-alpha use,12.011,oplsaa.lt,C,6
283,0.04,C  - CT   | AA C-alpha on C-terminal ALA,12.011,oplsaa.lt,C,6
284,-0.02,C  - CT   | AA C-alpha on C-terminal GLY,12.011,oplsaa.lt,C,6
285,-0.09,C  - CT   | AA C-alpha on C-terminal PRO,12.011,oplsaa.lt,C,6
291,0.13,C  - CT   | C in CH3NH3+,12.011,oplsaa.lt,C,6
292,0.19,C  - CT   | C in RCH2NH3+ & CA in N-term Gly,12.011,oplsaa.lt,C,6
293,0.25,"C  - CT   | C in R2CHNH3+ & CA in N-term Ala, etc.",12.011,oplsaa.lt,C,6
294,0.31,C  - CT   | C in R3CNH3+,12.011,oplsaa.lt,C,6
295,0.23,C  - CT   | AA:C-alpha in N-term PRO,12.011,oplsaa.lt,C,6
296,0.17,C  - CT   | AA:C-delta in N-term PRO,12.011,oplsaa.lt,C,6
297,0.11,C  - CT   | CT in CH3NH2+R,12.011,oplsaa.lt,C,6
298,0.09,C  - CT   | AA C-alpha in Gly zwitterion,12.011,oplsaa.lt,C,6
299,0.15,C  - CT   | AA C-alpha in Ala zwitterion,12.011,oplsaa.lt,C,6
302,0.64,C  - CA   | C: guanidinium C+,12.011,oplsaa.lt,C,6
305,0.2,"C  - CT   | C: CH3, methylguanidinium",12.011,oplsaa.lt,C,6
306,-0.11,"C  - CT   | C: CH3, ethylguanidinium",12.011,oplsaa.lt,C,6
307,0.19,"C  - CT   | C: CH2(D), ARG, ethylguanidinium",12.011,oplsaa.lt,C,6
308,-0.05,"C  - CT   | C: CH2(G), ARG",12.011,oplsaa.lt,C,6
312,0.36,C  - CA   | DAP C2 pyridine,12.011,oplsaa.lt,C,6
315,-0.15,C  - CA   | DAP C3,12.011,oplsaa.lt,C,6
317,-0.04,C  - CA   | DAP C4,12.011,oplsaa.lt,C,6
320,0.5,C  - C~   | Uracil C2,12.011,oplsaa.lt,C,6
322,0.45,C  - C~   | Uracil C4,12.011,oplsaa.lt,C,6
323,-0.07,C  - CM   | Uracil C5,12.011,oplsaa.lt,C,6
324,0.08,C  - CM   | Uracil C6,12.011,oplsaa.lt,C,6
331,-0.14,C  - CT   | Thymine C-C5,12.011,oplsaa.lt,C,6
334,0.55,C  - C~   | Cytosine C2,12.011,oplsaa.lt,C,6
336,0.46,C  - CA   | Cytosine C4 Nucleotide base,12.011,oplsaa.lt,C,6
337,-0.06,C  - CM   | Cytosine C5 parameters:,12.011,oplsaa.lt,C,6
338,0.1,"C  - CM   | Cytosine C6 JACS,113,2810(1991)",12.011,oplsaa.lt,C,6
347,0.22,C  - CQ   | Adenine C2,12.011,oplsaa.lt,C,6
349,0.38,C  - CB   | Adenine C4,12.011,oplsaa.lt,C,6
350,0.15,C  - CB   | Adenine C5,12.011,oplsaa.lt,C,6
351,0.44,C  - CA   | Adenine C6,12.011,oplsaa.lt,C,6
353,0.2,C  - CR   | Adenine C8 Guanine,12.011,oplsaa.lt,C,6
362,0.46,C  - CA   | Guanine C2,12.011,oplsaa.lt,C,6
364,0.34,C  - CB   | Guanine C4,12.011,oplsaa.lt,C,6
365,0.12,C  - CB   | Guanine C5,12.011,oplsaa.lt,C,6
366,0.52,C  - C~   | Guanine C6,12.011,oplsaa.lt,C,6
371,-0.01,C  - CT   | 9-Me A or G C-N9,12.011,oplsaa.lt,C,6
373,-0.01,C  - CT   | 1-Me U or T C-N1,12.011,oplsaa.lt,C,6
375,-0.01,C  - CT   | 1-Me Cytosine C-N1,12.011,oplsaa.lt,C,6
378,0.65,C  - C~   | CytH+ C2,12.011,oplsaa.lt,C,6
380,0.66,C  - CA   | CytH+ C4,12.011,oplsaa.lt,C,6
381,-0.06,C  - CM   | CytH+ C5,12.011,oplsaa.lt,C,6
382,0.1,C  - CM   | CytH+ C6,12.011,oplsaa.lt,C,6
391,0.01,C  - CT   | 1-Me CytH+ C-N1,12.011,oplsaa.lt,C,6
396,0.02,"C  - CT   | C in CH3 "" for AA",12.011,oplsaa.lt,C,6
397,0.18,C  - CM   | F3C-C5 thymine; trifluorothymine,12.011,oplsaa.lt,C,6
399,0.12,C  - CM   | chloroalkene C (Cl2-C=) - tentaive,12.011,oplsaa.lt,C,6
415,-0.4,C  - C3   | C in CH3S- thiolate,12.011,oplsaa.lt,C,6
418,-0.2,C  - C3   | C in CH3O- alkoxide,12.011,oplsaa.lt,C,6
421,-1.07,C  - CT   | C1 in CH2CN- RCN-,12.011,oplsaa.lt,C,6
423,0.51,"C  - CZ   | C2 in CH2CN- JACS 111,",12.011,oplsaa.lt,C,6
425,-0.3,C  - C3   | C in CH3NH-,12.011,oplsaa.lt,C,6
429,-0.4,C  - C3   | C2 in CH3CH2- RCH2-,12.011,oplsaa.lt,C,6
431,0.0,C  - CT   | C1 in CH3CH2-,12.011,oplsaa.lt,C,6
438,0.27,C  - CT   | C in dimetyl phosphate,12.011,oplsaa.lt,C,6
443,0.3,"C  - CT   | C in "" phosphate",12.011,oplsaa.lt,C,6
448,0.44,"C  - CT   | C in "" 6-31+G* CHELPG",12.011,oplsaa.lt,C,6
453,0.28,"C  - CT   | C(O) "" methylphosphonate",12.011,oplsaa.lt,C,6
455,-0.51,"C  - CT   | C(P) """,12.011,oplsaa.lt,C,6
457,-0.14,C  - CA   | Cipso benzyl methylphosphonate,12.011,oplsaa.lt,C,6
458,0.32,"C  - CT   | C(O) "" """,12.011,oplsaa.lt,C,6
460,-0.04,C  - CA   | Cipso methyl benzylphosphonate,12.011,oplsaa.lt,C,6
461,-0.47,"C  - CT   | C(P) "" """,12.011,oplsaa.lt,C,6
463,0.14,C  - CA   | Cipso C6H5OPO3(2-) use with 445-7,12.011,oplsaa.lt,C,6
464,0.24,C  - CT   | C6(R2) of barbiturate,12.011,oplsaa.lt,C,6
465,0.49,"C  - C~   | AA C: esters - for R on C=O, use",12.011,oplsaa.lt,C,6
468,0.16,C  - CT   | methoxy C in esters - see also 490-492 OPLS/2020,12.011,oplsaa.lt,C,6
470,0.635,C  - C~   | Co in benzoic acid,12.011,oplsaa.lt,C,6
471,0.605,"C  - C~   | Co in methyl benzoate, aryl ester",12.011,oplsaa.lt,C,6
472,0.135,C  - CA   | Cipso phenyl ester,12.011,oplsaa.lt,C,6
476,-0.54,C  - CT   | CH3 attached to S of sulfonamide,12.011,oplsaa.lt,C,6
482,0.18,C  - CT   | alpha CH3-N of sulfonamide,12.011,oplsaa.lt,C,6
484,0.39,C  - CT   | alpha CH2-N of sulfonamide,12.011,oplsaa.lt,C,6
486,-0.18,C  - CT   | beta CH3 of N-ethyl sulfonamide,12.011,oplsaa.lt,C,6
488,0.0,C  - CA   | benzene C attached to S of sulfonamide,12.011,oplsaa.lt,C,6
489,0.03,C  - CA   | benzene C attached to S of alkyl aryl sulfoxide,12.011,oplsaa.lt,C,6
490,0.19,C  - CT   | C(H2OS) ethyl ester,12.011,oplsaa.lt,C,6
491,0.22,C  - CT   | C(HOS) i-pr ester,12.011,oplsaa.lt,C,6
492,0.25,C  - CT   | C(OS) t-bu ester,12.011,oplsaa.lt,C,6
498,-0.035,C  - CT   | CH3 all-atom C: sulfoxide,12.011,oplsaa.lt,C,6
499,0.025,C  - CT   | CH2 all-atom C: sulfoxide,12.011,oplsaa.lt,C,6
500,0.075,C  - CS   | CG in TRP,12.011,oplsaa.lt,C,6
501,-0.055,C  - CB   | CD C in TRP,12.011,oplsaa.lt,C,6
502,0.13,C  - CN   | CE C in TRP,12.011,oplsaa.lt,C,6
505,-0.005,C  - CT   | CB in HIS,12.011,oplsaa.lt,C,6
506,0.295,"C  - CR   | CE1 in HID, HIE",12.011,oplsaa.lt,C,6
507,-0.015,"C  - CV   | CD2 in HID, CG in HIE",12.011,oplsaa.lt,C,6
508,0.015,"C  - CW   | CG in HID, CD2 in HIE",12.011,oplsaa.lt,C,6
509,0.385,C  - CR   | CE1 in HIP,12.011,oplsaa.lt,C,6
510,0.215,"C  - CX   | CG, CD2 in HIP",12.011,oplsaa.lt,C,6
514,-0.115,C  - CW   | CD1 in TRP,12.011,oplsaa.lt,C,6
515,0.055,"C  - CT   | all-atom C: CH, isopropyl benzene",12.011,oplsaa.lt,C,6
516,0.115,"C  - CT   | all-atom C: C, t-butyl benzene",12.011,oplsaa.lt,C,6
517,-0.03,C  - CM   | vinyl ether HCOR,12.011,oplsaa.lt,C,6
518,0.085,C  - CM   | vinyl ether RCOR,12.011,oplsaa.lt,C,6
519,0.0,C  - C!   | biphenyl C1,12.011,oplsaa.lt,C,6
521,0.473,C  - CA   | C1 in pyridine CHELPG,12.011,oplsaa.lt,C,6
522,-0.447,C  - CA   | C2 in pyridine charges,12.011,oplsaa.lt,C,6
523,0.227,C  - CA   | C3 in pyridine for,12.011,oplsaa.lt,C,6
528,0.192,C  - CA   | C in pyrazine,12.011,oplsaa.lt,C,6
531,0.874,C  - CQ   | C2 in pyrimidine,12.011,oplsaa.lt,C,6
532,0.653,C  - CA   | C4 in pyrimidine,12.011,oplsaa.lt,C,6
533,-0.689,C  - CA   | C5 in pyrimidine,12.011,oplsaa.lt,C,6
538,0.378,C  - CA   | C3 in pyridazine,12.011,oplsaa.lt,C,6
539,-0.16,C  - CA   | C4 in pyridazine,12.011,oplsaa.lt,C,6
543,-0.163,C  - CW   | C2 in pyrrole,12.011,oplsaa.lt,C,6
544,-0.149,C  - CS   | C3 in pyrrole,12.011,oplsaa.lt,C,6
550,0.246,C  - CU   | C3 in pyrazole,12.011,oplsaa.lt,C,6
551,-0.32,C  - CS   | C4 in pyrazole,12.011,oplsaa.lt,C,6
552,-0.034,C  - CW   | C5 in pyrazole,12.011,oplsaa.lt,C,6
558,0.275,C  - CR   | C2 in imidazole,12.011,oplsaa.lt,C,6
560,0.185,C  - CV   | C4 in imidazole,12.011,oplsaa.lt,C,6
561,-0.286,C  - CW   | C5 in imidazole,12.011,oplsaa.lt,C,6
567,-0.019,C  - CW   | C2 in furan,12.011,oplsaa.lt,C,6
568,-0.154,C  - CS   | C3 in furan,12.011,oplsaa.lt,C,6
572,0.511,C  - CR   | C2 in oxazole,12.011,oplsaa.lt,C,6
574,0.169,C  - CV   | C4 in oxazole,12.011,oplsaa.lt,C,6
575,-0.148,C  - CW   | C5 in oxazole,12.011,oplsaa.lt,C,6
581,0.405,C  - CU   | C3 in isoxazole,12.011,oplsaa.lt,C,6
582,-0.455,C  - CS   | C4 in isoxazole,12.011,oplsaa.lt,C,6
583,0.25,C  - CW   | C5 in isoxazole,12.011,oplsaa.lt,C,6
588,0.001,C  - CW   | C2 in indole,12.011,oplsaa.lt,C,6
589,-0.39,C  - CS   | C3 in indole,12.011,oplsaa.lt,C,6
590,-0.27,C  - CA   | C4 in indole,12.011,oplsaa.lt,C,6
591,-0.127,C  - CA   | C5 in indole,12.011,oplsaa.lt,C,6
592,-0.108,C  - CA   | C6 in indole,12.011,oplsaa.lt,C,6
593,-0.258,C  - CA   | C7 in indole,12.011,oplsaa.lt,C,6
594,0.22,C  - CW   | C8 in indole,12.011,oplsaa.lt,C,6
595,0.225,C  - CS   | C9 in indole,12.011,oplsaa.lt,C,6
604,0.425,C  - CA   | C2 in quinoline,12.011,oplsaa.lt,C,6
605,-0.359,C  - CA   | C3 in quinoline,12.011,oplsaa.lt,C,6
606,-0.008,C  - CA   | C4 in quinoline,12.011,oplsaa.lt,C,6
607,-0.197,C  - CA   | C5 in quinoline,12.011,oplsaa.lt,C,6
608,-0.112,C  - CA   | C6 in quinoline,12.011,oplsaa.lt,C,6
609,-0.07,C  - CA   | C7 in quinoline,12.011,oplsaa.lt,C,6
610,-0.307,C  - CA   | C8 in quinoline,12.011,oplsaa.lt,C,6
611,0.563,C  - CA   | C9 in quinoline,12.011,oplsaa.lt,C,6
612,-0.051,C  - CA   | C10 in quinoline,12.011,oplsaa.lt,C,6
621,0.679,C  - CQ   | C2 in purine,12.011,oplsaa.lt,C,6
623,0.736,C  - CB   | C4 in purine,12.011,oplsaa.lt,C,6
624,0.038,C  - CB   | C5 in purine,12.011,oplsaa.lt,C,6
625,0.343,C  - CA   | C6 in purine,12.011,oplsaa.lt,C,6
627,0.452,C  - CR   | C8 in purine,12.011,oplsaa.lt,C,6
634,0.242,C  - CR   | C2 in thiazole,12.011,oplsaa.lt,C,6
636,0.228,C  - CV   | C4 in thiazole,12.011,oplsaa.lt,C,6
637,-0.299,C  - CW   | C5 in thiazole,12.011,oplsaa.lt,C,6
642,0.965,"C  - CQ   | C in 1,3,5-triazine",12.011,oplsaa.lt,C,6
644,0.13,C  - CA   | C5 in serotonin,12.011,oplsaa.lt,C,6
645,0.052,C  - CT   | C on C3 in serotonin,12.011,oplsaa.lt,C,6
647,0.392,"C  - CA   | C2 in 1,10-phenanthroline",12.011,oplsaa.lt,C,6
648,-0.348,"C  - CA   | C3 in 1,10-phenanthroline",12.011,oplsaa.lt,C,6
649,0.02,"C  - CA   | C4 in 1,10-phenanthroline",12.011,oplsaa.lt,C,6
650,-0.042,"C  - CA   | C12 in 1,10-phenanthroline",12.011,oplsaa.lt,C,6
651,0.347,"C  - CA   | C11 in 1,10-phenanthroline",12.011,oplsaa.lt,C,6
652,-0.196,"C  - CA   | C5 in 1,10-phenanthroline",12.011,oplsaa.lt,C,6
658,0.166,C  - CR   | C2 in 1-methylimidazole,12.011,oplsaa.lt,C,6
660,0.173,C  - CV   | C4 in 1-methylimidazole,12.011,oplsaa.lt,C,6
661,-0.395,C  - CW   | C5 in 1-methylimidazole,12.011,oplsaa.lt,C,6
662,-0.199,C  - CT   | C1 in 1-methylimidazole,12.011,oplsaa.lt,C,6
667,-0.139,C  - CT   | C1 in 1-ethylimidazole,12.011,oplsaa.lt,C,6
668,-0.079,C  - CT   | C1 in 1-isopropylimidazole,12.011,oplsaa.lt,C,6
669,0.099,C  - CT   | C1 in 1-MeO-Me-imidazole,12.011,oplsaa.lt,C,6
670,-0.168,"C  - CT   | CH3, 2-methyl pyridine",12.011,oplsaa.lt,C,6
671,-0.108,"C  - CT   | CH2, 2-ethyl pyridine",12.011,oplsaa.lt,C,6
672,-0.189,"C  - CT   | CH3, 3-methyl pyridazine",12.011,oplsaa.lt,C,6
673,-0.129,"C  - CT   | CH2, 3-ethyl pyridazine",12.011,oplsaa.lt,C,6
674,-0.169,"C  - CT   | CH3, 4-methyl pyrimidine",12.011,oplsaa.lt,C,6
675,-0.109,"C  - CT   | CH2, 4-ethyl pyrimidine",12.011,oplsaa.lt,C,6
676,-0.138,"C  - CT   | CH3, 2-methyl pyrazine",12.011,oplsaa.lt,C,6
677,-0.078,"C  - CT   | CH2, 2-ethyl pyrazine",12.011,oplsaa.lt,C,6
678,-0.025,"C  - CT   | CH3, 2-methyl pyrrole",12.011,oplsaa.lt,C,6
679,0.035,"C  - CT   | CH2, 2-ethyl pyrrole",12.011,oplsaa.lt,C,6
680,-0.038,"C  - CT   | CH3, 2-methyl furan",12.011,oplsaa.lt,C,6
681,0.022,"C  - CT   | CH2, 2-ethyl furan",12.011,oplsaa.lt,C,6
684,0.523,C  - CA   | C6 in 6-mercaptopurine,12.011,oplsaa.lt,C,6
685,0.5,C  - C^   | C: C=O beta-lactam,12.011,oplsaa.lt,C,6
687,0.2275,C  - CY   | CH(N): penicillin,12.011,oplsaa.lt,C,6
688,0.14,C  - CY   | CH(CO): penicillin,12.011,oplsaa.lt,C,6
689,-0.008,"C  - CT   | CH3, 3-methyl indole",12.011,oplsaa.lt,C,6
690,0.588,C  - C!   | 2-phenyl pyridine C2,12.011,oplsaa.lt,C,6
691,-0.103,C  - C!   | 2-phenyl pyridine C2',12.011,oplsaa.lt,C,6
692,-0.332,C  - C!   | 3-phenyl pyridine C3,12.011,oplsaa.lt,C,6
693,0.04,C  - C!   | 3-phenyl pyridine C3',12.011,oplsaa.lt,C,6
694,0.342,C  - C!   | 4-phenyl pyridine C4,12.011,oplsaa.lt,C,6
695,-0.05,C  - C!   | 4-phenyl pyridine C4',12.011,oplsaa.lt,C,6
700,0.619,C  - C+   | C+ in t-butyl+ B3LYP/6-31G*,12.011,oplsaa.lt,C,6
