Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber
6,0.0,C  - C~   |,12.011,oplsaa.lt,C,6
692,-0.332,C  - C!   | 3-phenyl pyridine C3,12.011,oplsaa2024.lt,C,6
693,0.04,C  - C!   | 3-phenyl pyridine C3',12.011,oplsaa2024.lt,C,6
694,0.342,C  - C!   | 4-phenyl pyridine C4,12.011,oplsaa2024.lt,C,6
695,-0.05,C  - C!   | 4-phenyl pyridine C4',12.011,oplsaa2024.lt,C,6
700,0.619,C  - C+   | C+ in t-butyl+ B3LYP/6-31G*,12.011,oplsaa2024.lt,C,6
701,-0.395,C  - CT   | C in t-butyl+ charges,12.011,oplsaa2024.lt,C,6
708,-0.344,C  - CM   | C in Cl..CH3..Cl- TS,12.011,oplsaa2024.lt,C,6
711,-0.12,C  - CY   | CH2 C: cyclopropane OPLS-2020,12.011,oplsaa2024.lt,C,6
712,-0.06,C  - CY   | CHR C: cyclopropane OPLS-2020,12.011,oplsaa2024.lt,C,6
713,0.0,C  - CY   | CR2 C: cyclopropane OPLS-2020,12.011,oplsaa2024.lt,C,6
714,-0.12,C  - CY   | CH2 C: cyclobutane OPLS-2020,12.011,oplsaa2024.lt,C,6
715,-0.06,C  - CY   | CHR C: cyclobutane OPLS-2020,12.011,oplsaa2024.lt,C,6
716,0.0,C  - CY   | CR2 C: cyclobutane OPLS-2020,12.011,oplsaa2024.lt,C,6
718,0.28,C  - CA   | C(F) fluorobenzene,12.011,oplsaa2024.lt,C,6
720,0.13,C  - CA   | C(F) hexafluorobenzene,12.011,oplsaa2024.lt,C,6
723,0.22,C  - C2   | CH2 alkyl bromide (UA),12.011,oplsaa2024.lt,C,6
724,0.15,C  - CA   | C(CF3) trifluoromethylbenzene,12.011,oplsaa2024.lt,C,6
725,0.45,"C  - CT   | CF3 """,12.011,oplsaa2024.lt,C,6
727,0.2,C  - CA   | C(F) difluorobenzenes,12.011,oplsaa2024.lt,C,6
729,0.15,"C  - CA   | C(Br) bromobenzene JCTC 2012, 8, 3895",12.011,oplsaa2024.lt,C,6
731,0.1,C  - CA   | C(I) iodobenzene sigma CA changed to 0.068,12.011,oplsaa2024.lt,C,6
733,0.055,"C  - CY   | all-atom C: CH, cyclopropyl/butyl benzene",12.011,oplsaa2024.lt,C,6
735,0.065,C  - CA   | C(S) thiophenol,12.011,oplsaa2024.lt,C,6
736,0.013,C  - CA   | CG of Benzamidine,12.011,oplsaa2024.lt,C,6
737,-0.106,C  - CA   | CD of Benzamidine,12.011,oplsaa2024.lt,C,6
738,-0.09,C  - CA   | CE of Benzamidine,12.011,oplsaa2024.lt,C,6
739,-0.119,C  - CA   | CZ of Benzamidine,12.011,oplsaa2024.lt,C,6
742,0.827,C  - CA   | C+ of Benzamidine,12.011,oplsaa2024.lt,C,6
747,-0.02,C  - CT   | CH3 in neutral MeGDN,12.011,oplsaa2024.lt,C,6
748,0.04,C  - CT   | CD of neutral ARG,12.011,oplsaa2024.lt,C,6
752,0.55,"C  - CA   | CZ "" "" """,12.011,oplsaa2024.lt,C,6
754,0.46,"C  - CZ   | C IN RCN """,12.011,oplsaa2024.lt,C,6
755,-0.08,C  - CT   | C of CH3 in CH3CN,12.011,oplsaa2024.lt,C,6
756,-0.02,C  - CT   | C of CH2 in RCH2CN,12.011,oplsaa2024.lt,C,6
757,0.04,C  - CT   | C of CH in R2CHCN,12.011,oplsaa2024.lt,C,6
758,0.1,C  - CT   | C of C in R3CCN,12.011,oplsaa2024.lt,C,6
762,0.02,C  - CT   | CT-NO2 nitromethane,12.011,oplsaa2024.lt,C,6
764,0.08,C  - CT   | CT-NO2 nitroethane,12.011,oplsaa2024.lt,C,6
765,0.14,C  - CT   | CT-NO2 2-nitropropane,12.011,oplsaa2024.lt,C,6
766,0.2,C  - CT   | CT-NO2 2-methyl-2-nitropropane,12.011,oplsaa2024.lt,C,6
768,0.09,C  - CA   | C(NO2) nitrobenzene,12.011,oplsaa2024.lt,C,6
769,0.035,C  - CT   | C of CH2 in PhCH2CN,12.011,oplsaa2024.lt,C,6
772,0.86,"C  - C~   | "" C=O Lucienne's",12.011,oplsaa2024.lt,C,6
774,0.21,"C  - CT   | "" C in CH2",12.011,oplsaa2024.lt,C,6
775,0.16,"C  - CT   | "" C in CH",12.011,oplsaa2024.lt,C,6
776,-0.1,"C  - CT   | "" C in CH3 see also 789",12.011,oplsaa2024.lt,C,6
782,-0.5081,C  - CT   | CH3PR3+ 6-31G* CHELPG,12.011,oplsaa2024.lt,C,6
783,-0.008,C  - CT   | RCH2PR3+,12.011,oplsaa2024.lt,C,6
789,0.18,C  - CT   | methoxy C in carbonate,12.011,oplsaa2024.lt,C,6
790,0.15,C  - CA   | C(CF3) trifluoromethylbenzene test,12.011,oplsaa2024.lt,C,6
791,0.45,"C  - CF   | CF3 "" test",12.011,oplsaa2024.lt,C,6
793,0.38,C  - CA   | C-ipso phenylguanidinium ion,12.011,oplsaa2024.lt,C,6
798,0.0,C  - CT   | CH4 all-atom C: q = 0,12.011,oplsaa2024.lt,C,6
903,0.0,"C  - CT   | CH3(N) primary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6
904,0.02,"C  - CT   | CH3(N) secondary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6
905,0.03,"C  - CT   | CH3(N) tertiary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6
906,0.06,"C  - CT   | CH2(N) primary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6
907,0.08,"C  - CT   | CH2(N) secondary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6
908,0.09,"C  - CT   | CH2(N) tertiary aliphatic amines, H(C) type 911",12.011,oplsaa2024.lt,C,6
912,0.12,C  - CT   | CH primary isopropyl amine,12.011,oplsaa2024.lt,C,6
913,0.18,C  - CT   | C primary t-butyl amine,12.011,oplsaa2024.lt,C,6
914,0.14,C  - CT   | CH secondary isopropyl amine,12.011,oplsaa2024.lt,C,6
915,0.15,C  - CT   | CH tertiary isopropyl amine,12.011,oplsaa2024.lt,C,6
916,0.18,C  - CA   | C(NH2) aniline,12.011,oplsaa2024.lt,C,6
917,0.2,C  - CA   | C(NHR) N-methylaniline,12.011,oplsaa2024.lt,C,6
918,0.21,"C  - CA   | C(NR2) N,N-dimethylaniline",12.011,oplsaa2024.lt,C,6
919,0.115,C  - CT   | C in CH2NH2 - benzyl amines; C(CH2NH2) is,12.011,oplsaa2024.lt,C,6
920,0.175,C  - CT   | C in CHRNH2 - benzyl amines,12.011,oplsaa2024.lt,C,6
921,0.235,C  - CT   | C in CR2NH2 - benzyl amines,12.011,oplsaa2024.lt,C,6
922,0.195,C  - CT   | C in CH2OR - benzyl ethers; C(CH2OR) is,12.011,oplsaa2024.lt,C,6
923,0.1525,C  - CT   | C in CH2SR - benzyl sulfides; C(CH2SR) is,12.011,oplsaa2024.lt,C,6
924,0.135,C  - CT   | C in CH2NHR - benzyl amines; C(CH2NH2) is,12.011,oplsaa2024.lt,C,6
925,-0.2,C  - CZ   | alkyne C%C - acetylene,12.011,oplsaa2024.lt,C,6
927,0.02,C  - CT   | H3C-C%C,12.011,oplsaa2024.lt,C,6
928,0.08,C  - CT   | RCH2-C%C,12.011,oplsaa2024.lt,C,6
929,0.14,C  - CT   | R2CH-C%C,12.011,oplsaa2024.lt,C,6
930,0.2,C  - CT   | R3C-C%C,12.011,oplsaa2024.lt,C,6
931,0.45,"C  - CO   | C1' of (ade, gua) by Deping",12.011,oplsaa2024.lt,C,6
932,0.48,C  - CO   | C1' of cyt by Deping,12.011,oplsaa2024.lt,C,6
933,0.51,"C  - CO   | C1' of (ura, thy) by Deping",12.011,oplsaa2024.lt,C,6
939,0.0,C  - CZ   | alkyne RC%CR - only did MC for MeCCMe,12.011,oplsaa2024.lt,C,6
942,0.09,C  - CT   | C in CH3NHR2+,12.011,oplsaa2024.lt,C,6
943,0.15,C  - CT   | C in RCH2NHR2+,12.011,oplsaa2024.lt,C,6
944,0.21,C  - CT   | C in R2CHNHR2+,12.011,oplsaa2024.lt,C,6
945,0.27,C  - CT   | C in R3CNHR2+,12.011,oplsaa2024.lt,C,6
946,0.096,C  - CW   | C2 in 2-phenylfuran,12.011,oplsaa2024.lt,C,6
947,-0.039,C  - CS   | C3 in 3-phenylfuran,12.011,oplsaa2024.lt,C,6
948,0.027,C  - C!   | C2' in 2-phenylfuran,12.011,oplsaa2024.lt,C,6
949,0.011,C  - C!   | C3' in 2-phenylfuran,12.011,oplsaa2024.lt,C,6
951,-0.029,C  - CT   | glycine zwit. 6-31G* CHELPG charges,12.011,oplsaa2024.lt,C,6
952,0.7,C  - C~   | glycine zwit. 6-31G* CHELPG charges,12.011,oplsaa2024.lt,C,6
957,0.02,"C  - CT   | RCH2F "" "" tentative",12.011,oplsaa2024.lt,C,6
959,0.12,"C  - CT   | R2CHF "" "" tentative",12.011,oplsaa2024.lt,C,6
960,0.22,"C  - CT   | R3CF "" "" tentative",12.011,oplsaa2024.lt,C,6
961,0.36,"C  - CF   | CF3 perfluoroalkanes JPC A, 105, 4118",12.011,oplsaa2024.lt,C,6
962,0.24,"C  - CF   | CF2 perfluoroalkanes """,12.011,oplsaa2024.lt,C,6
963,0.12,"C  - CF   | CF perfluoroalkanes """,12.011,oplsaa2024.lt,C,6
964,0.48,"C  - CF   | CF4 """,12.011,oplsaa2024.lt,C,6
966,0.25,C  - CT   | CF2H difluoromethylbenzene,12.011,oplsaa2024.lt,C,6
968,-0.08,C  - CT   | FCH2COO- fluoroacetate tentative,12.011,oplsaa2024.lt,C,6
969,-0.106,"C  - CT   | ClCH2COO- chloroacetate """,12.011,oplsaa2024.lt,C,6
971,-0.006,"C  - CT   | RCH2Cl "" "" 152",12.011,oplsaa2024.lt,C,6
973,0.097,"C  - CT   | R2CHCl "" "" tentative",12.011,oplsaa2024.lt,C,6
974,0.2,"C  - CT   | R3CCl "" "" tentative",12.011,oplsaa2024.lt,C,6
976,-0.006,"C  - CT   | RCH2Br "" "" """,12.011,oplsaa2024.lt,C,6
978,0.097,"C  - CT   | R2CHBr "" "" tentative",12.011,oplsaa2024.lt,C,6
979,0.2,"C  - CT   | R3CBr "" "" tentative",12.011,oplsaa2024.lt,C,6
983,0.1,C  - CA   | C(OCF3): trifluoroanisole,12.011,oplsaa2024.lt,C,6
985,0.6,C  - CT   | C in CF3: trifluoroanisole,12.011,oplsaa2024.lt,C,6
988,-0.045,"C  - CA   | ipso C in N-methyl,N-phenylacetamide",12.011,oplsaa2024.lt,C,6
989,0.145,C  - CT   | C in CH2NR2 - benzyl amines; C(CH2NH2) is,12.011,oplsaa2024.lt,C,6
990,0.888,C  - C~   | C in hydroxamic acid jtr 11/98,12.011,oplsaa2024.lt,C,6
991,1.003,C  - C~   | C in aromatic hydroxamic aciT,12.011,oplsaa2024.lt,C,6
997,0.225,C  - CT   | C in CHROR - benzyl ethers; C(CHROR) is,12.011,oplsaa2024.lt,C,6
998,0.255,C  - CT   | C in CRROR - benzyl ethers; C(CRROR) is,12.011,oplsaa2024.lt,C,6
1000,-0.034,C  - C!   | 3-phenyl pyrrole C3,12.011,oplsaa2024.lt,C,6
1001,0.003,C  - C!   | 3-phenyl pyrrole C3',12.011,oplsaa2024.lt,C,6
1002,0.3,C  - C!   | 4-phenyl imidazole C4,12.011,oplsaa2024.lt,C,6
1003,-0.04,C  - C!   | 4-phenyl imidazole C4',12.011,oplsaa2024.lt,C,6
1004,-0.0575,C  - CA   | diphenylmethane Cipso,12.011,oplsaa2024.lt,C,6
1009,0.175,C  - CA   | C(Cl) chlorobenzene with X site,12.011,oplsaa2024.lt,C,6
1011,-0.07,C  - CT   | C(I) iodoalkane - tentative - primary,12.011,oplsaa2024.lt,C,6
1012,0.03,C  - CT   | C(I) iodoalkane - tentative - secondary,12.011,oplsaa2024.lt,C,6
1013,0.13,C  - CT   | C(I) iodoalkane - tentative - tertiary,12.011,oplsaa2024.lt,C,6
1016,0.17,C  - CA   | C(Br) bromobenzene with X site,12.011,oplsaa2024.lt,C,6
1018,0.15,C  - CA   | C(I) iodobenzene with X site,12.011,oplsaa2024.lt,C,6
1022,0.155,C  - CA   | benzene C on N of N-phenyl sulfonamide,12.011,oplsaa2024.lt,C,6
1026,0.14,C  - CY   | CH2 epoxide,12.011,oplsaa2024.lt,C,6
1027,0.17,C  - CY   | CH epoxide,12.011,oplsaa2024.lt,C,6
1028,0.2,C  - CY   | C epoxide,12.011,oplsaa2024.lt,C,6
1032,-0.1,C  - CA   | ipso C in benzoate ion,12.011,oplsaa2024.lt,C,6
1034,0.218,C  - CA   | ipso C in N-phenylurea,12.011,oplsaa2024.lt,C,6
1035,0.6,C  - C~   | C: C=O in tert amide. Acyl R in amides,12.011,oplsaa2024.lt,C,6
1038,0.0,C  - CT   | C on N: tertiary amide CH3,12.011,oplsaa2024.lt,C,6
1039,0.06,C  - CT   | C on N: tertiary amide CH2R,12.011,oplsaa2024.lt,C,6
1040,0.12,C  - CT   | C on N: tertiary amide CHR2,12.011,oplsaa2024.lt,C,6
1041,0.18,C  - CT   | C on N: tertiary amide CR3,12.011,oplsaa2024.lt,C,6
1043,0.57,C  - C~   | C: C=O in tert formamide.,12.011,oplsaa2024.lt,C,6
1049,0.02,C  - CT   | CH; Calpha in beta-2-peptides,12.011,oplsaa2024.lt,C,6
1050,-0.04,"C  - CT   | CH2; Calpha in all (M, N-ter)",12.011,oplsaa2024.lt,C,6
1051,0.0,"C  - CT   | CH2; Cbeta in b-Gly (M, C-ter)",12.011,oplsaa2024.lt,C,6
1052,0.06,"C  - CT   | CH; Cbeta in most (M, C-ter)",12.011,oplsaa2024.lt,C,6
1053,-0.07,"C  - CT   | CH; Cbeta in b-Pro (M, C-ter)",12.011,oplsaa2024.lt,C,6
1054,-0.14,C  - CT   | CH2; Calpha for all (C-ter),12.011,oplsaa2024.lt,C,6
1055,0.17,C  - CT   | CH; Cbeta for most (N-ter),12.011,oplsaa2024.lt,C,6
1056,0.11,C  - CT   | CH; Cbeta for b-Gly (N-ter),12.011,oplsaa2024.lt,C,6
1057,0.15,C  - CT   | CH; Cbeta for b-Pro (N-ter),12.011,oplsaa2024.lt,C,6
1058,0.17,C  - CT   | CH2; Cepsilon for b-Pro (N-ter),12.011,oplsaa2024.lt,C,6
1065,-0.26,"C  - CT   | CH3 on Si in silane, """,12.011,oplsaa2024.lt,C,6
1066,-0.2,"C  - CT   | CH2 on Si in silane, """,12.011,oplsaa2024.lt,C,6
1067,-0.14,"C  - CT   | CH on Si in silane, """,12.011,oplsaa2024.lt,C,6
1068,-0.08,"C  - CT   | C on Si in silane, """,12.011,oplsaa2024.lt,C,6
1069,-0.08,C  - CA   | C ipso in phenyl silane,12.011,oplsaa2024.lt,C,6
1096,-0.23,C  - CA   | C in C5H5- cyclopentadienyl anion,12.011,oplsaa2024.lt,C,6
1098,-0.099,C  - CA   | C in C5H5 cyclopentadienyl radical,12.011,oplsaa2024.lt,C,6
1120,-0.05,C  - CT   | C in CH3NR3+ July 2005,12.011,oplsaa2024.lt,C,6
1121,0.05,C  - CT   | C in RCH2NR3+ WLJ,12.011,oplsaa2024.lt,C,6
1122,0.15,C  - CT   | C in R2CHNR3+ ammonium,12.011,oplsaa2024.lt,C,6
1123,0.25,C  - CT   | C in R3CNR3+,12.011,oplsaa2024.lt,C,6
1126,0.135,C  - CA   | Cipso (ArNR3+),12.011,oplsaa2024.lt,C,6
1128,0.155,C  - CA   | Cipso (ArNR2H+),12.011,oplsaa2024.lt,C,6
1151,0.0,C  - C|   | triene C (R2-C=) central C=C,12.011,oplsaa2024.lt,C,6
1152,-0.115,C  - C|   | triene C (RH-C=) central C=C,12.011,oplsaa2024.lt,C,6
1154,-0.25,C  - CM   | allene C1 CH2,12.011,oplsaa2024.lt,C,6
1155,-0.1,C  - CM   | allene C1 CHR,12.011,oplsaa2024.lt,C,6
1156,0.05,C  - CM   | allene C1 CR2,12.011,oplsaa2024.lt,C,6
1157,-0.1,C  - C°   | allene C2,12.011,oplsaa2024.lt,C,6
1158,0.2,C  - C°   | ketene C2,12.011,oplsaa2024.lt,C,6
1160,0.7,C  - C°   | CO2 Madura 2009 carbon dioxide,12.011,oplsaa2024.lt,C,6
1200,0.088,C  - CT   | CB in N-Me HIS,12.011,oplsaa2024.lt,C,6
1234,0.35,C  - CR   | C2 thiazole jlj0003,12.011,oplsaa2024.lt,C,6
1236,0.0,C  - CV   | C4 thiazole jlj0003,12.011,oplsaa2024.lt,C,6
1237,-0.15,C  - CW   | C5 thiazole jlj0003,12.011,oplsaa2024.lt,C,6
1260,0.1263,C  - CT   | CH2 Trifluoroethanol TFE,12.011,oplsaa2024.lt,C,6
1261,0.5323,C  - CT   | CF3 E Duffy Thesis 1994,12.011,oplsaa2024.lt,C,6
1268,-0.005,C  - CY   | CHCH=CH2 vinylcyclopropane OPLS-2020,12.011,oplsaa2024.lt,C,6
1269,-0.17,C  - CM   | vinylcyclopropane,12.011,oplsaa2024.lt,C,6
1270,0.08,C  - CY   | CHC%CH ethynylcyclopropane OPLS-2020,12.011,oplsaa2024.lt,C,6
1271,-0.14,C  - CZ   | ethynylcyclopropane,12.011,oplsaa2024.lt,C,6
