Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber
556,0.135,H  - HA   | H5 in pyrazole,1.008,oplsaa2024.lt,H,1
562,0.306,H  - H~   | H1 in imidazole,1.008,oplsaa2024.lt,H,1
563,0.078,H  - HA   | H2 in imidazole,1.008,oplsaa2024.lt,H,1
564,0.075,H  - HA   | H4 in imidazole,1.008,oplsaa2024.lt,H,1
565,0.187,H  - HA   | H5 in imidazole,1.008,oplsaa2024.lt,H,1
569,0.142,H  - HA   | H2 in furan,1.008,oplsaa2024.lt,H,1
570,0.126,H  - HA   | H3 in furan,1.008,oplsaa2024.lt,H,1
576,0.043,H  - HA   | H2 in oxazole,1.008,oplsaa2024.lt,H,1
577,0.091,H  - HA   | H4 in oxazole,1.008,oplsaa2024.lt,H,1
578,0.181,H  - HA   | H5 in oxazole,1.008,oplsaa2024.lt,H,1
584,0.053,H  - HA   | H3 in isoxazole,1.008,oplsaa2024.lt,H,1
585,0.184,H  - HA   | H4 in isoxazole,1.008,oplsaa2024.lt,H,1
586,0.098,H  - HA   | H5 in isoxazole,1.008,oplsaa2024.lt,H,1
596,0.376,H  - H~   | H1 in indole,1.008,oplsaa2024.lt,H,1
597,0.147,H  - HA   | H2 in indole,1.008,oplsaa2024.lt,H,1
598,0.172,H  - HA   | H3 in indole,1.008,oplsaa2024.lt,H,1
599,0.155,H  - HA   | H4 in indole,1.008,oplsaa2024.lt,H,1
600,0.107,H  - HA   | H5 in indole,1.008,oplsaa2024.lt,H,1
601,0.11,H  - HA   | H6 in indole,1.008,oplsaa2024.lt,H,1
602,0.14,H  - HA   | H7 in indole,1.008,oplsaa2024.lt,H,1
613,0.028,H  - HA   | H2 in quinoline,1.008,oplsaa2024.lt,H,1
614,0.146,H  - HA   | H3 in quinoline,1.008,oplsaa2024.lt,H,1
615,0.119,H  - HA   | H4 in quinoline,1.008,oplsaa2024.lt,H,1
616,0.133,H  - HA   | H5 in quinoline,1.008,oplsaa2024.lt,H,1
617,0.113,H  - HA   | H6 in quinoline,1.008,oplsaa2024.lt,H,1
618,0.114,H  - HA   | H7 in quinoline,1.008,oplsaa2024.lt,H,1
619,0.157,H  - HA   | H8 in quinoline,1.008,oplsaa2024.lt,H,1
629,0.024,H  - HA   | H2 in purine,1.008,oplsaa2024.lt,H,1
630,0.101,H  - HA   | H6 in purine,1.008,oplsaa2024.lt,H,1
631,0.086,H  - HA   | H8 in purine,1.008,oplsaa2024.lt,H,1
632,0.413,H  - H~   | H9 in purine,1.008,oplsaa2024.lt,H,1
638,0.101,H  - HA   | H2 in thiazole,1.008,oplsaa2024.lt,H,1
639,0.068,H  - HA   | H4 in thiazole,1.008,oplsaa2024.lt,H,1
640,0.205,H  - HA   | H5 in thiazole,1.008,oplsaa2024.lt,H,1
643,-0.014,"H  - HA   | H in 1,3,5-triazine",1.008,oplsaa2024.lt,H,1
653,0.032,"H  - HA   | H2 in 1,10-phenanthroline",1.008,oplsaa2024.lt,H,1
654,0.146,"H  - HA   | H3 in 1,10-phenanthroline",1.008,oplsaa2024.lt,H,1
655,0.108,"H  - HA   | H4 in 1,10-phenanthroline",1.008,oplsaa2024.lt,H,1
656,0.14,"H  - HA   | H5 in 1,10-phenanthroline",1.008,oplsaa2024.lt,H,1
663,0.118,H  - HA   | H2 in 1-methylimidazole,1.008,oplsaa2024.lt,H,1
664,0.093,H  - HA   | H4 in 1-methylimidazole,1.008,oplsaa2024.lt,H,1
665,0.208,H  - HA   | H5 in 1-methylimidazole,1.008,oplsaa2024.lt,H,1
666,0.098,H  - HC   | HC1 in 1-methylimidazole,1.008,oplsaa2024.lt,H,1
683,0.255,H  - HS   | H(S) in 6-mercaptopurine,1.008,oplsaa2024.lt,H,1
702,0.174,H  - HC   | H in t-butyl+,1.008,oplsaa2024.lt,H,1
710,0.2,H  - HC   | H in Cl..CH3..Cl- TS,1.008,oplsaa2024.lt,H,1
740,0.141,H  - HA   | HD of Benzamidine,1.008,oplsaa2024.lt,H,1
741,0.129,H  - HA   | HE of Benzamidine,1.008,oplsaa2024.lt,H,1
744,0.426,H  - H~   | H1-N of Benzamidine,1.008,oplsaa2024.lt,H,1
745,0.465,H  - H~   | H2-N of Benzamidine,1.008,oplsaa2024.lt,H,1
746,0.119,H  - HA   | H-CG of Benzamidine,1.008,oplsaa2024.lt,H,1
759,0.06,H  - HC   | HC-CT-CN alpha-H in nitriles,1.008,oplsaa2024.lt,H,1
763,0.06,H  - HC   | HC-CT-NO2 alpha-H in nitroalkanes,1.008,oplsaa2024.lt,H,1
777,0.03,"H  - HC   | "" H in CH2",1.008,oplsaa2024.lt,H,1
778,0.03,"H  - HC   | "" H in CH",1.008,oplsaa2024.lt,H,1
779,0.06,"H  - HC   | "" H in CH3",1.008,oplsaa2024.lt,H,1
784,0.172,H  - HC   | H in CH3PR3+,1.008,oplsaa2024.lt,H,1
794,0.03,H  - HC   | H(COR): alpha H ether 2020 for CH3-O-R,1.008,oplsaa2024.lt,H,1
799,0.0,H  - HC   | H all-atom H: q = 0,1.008,oplsaa2024.lt,H,1
909,0.36,H  - H~   | H(N) primary amines,1.008,oplsaa2024.lt,H,1
910,0.38,H  - H~   | H(N) secondary amines,1.008,oplsaa2024.lt,H,1
911,0.06,"H  - HC   | H(C) for Carbons directly bonded to N in amines, diamine",1.008,oplsaa2024.lt,H,1
926,0.2,H  - HC   | alkyne RC%CH terminal H,1.008,oplsaa2024.lt,H,1
935,0.39,H  - HO   | H(3') OH by Deping,1.008,oplsaa2024.lt,H,1
941,0.29,H  - H3   | H (R3NH+),1.008,oplsaa2024.lt,H,1
950,0.074,H  - HC   | glycine zwit. 6-31G* CHELPG charges,1.008,oplsaa2024.lt,H,1
955,0.317,H  - H3   | glycine zwit. 6-31G* CHELPG charges,1.008,oplsaa2024.lt,H,1
958,0.1,H  - HC   | H in RCHF tentative,1.008,oplsaa2024.lt,H,1
967,0.15,"H  - HC   | H in CF2H """,1.008,oplsaa2024.lt,H,1
972,0.103,H  - HC   | H in RCHCl 153,1.008,oplsaa2024.lt,H,1
977,0.103,"H  - HC   | H in RCHBr """,1.008,oplsaa2024.lt,H,1
994,0.411,H  - H~   | HN in hydroxamic acid,1.008,oplsaa2024.lt,H,1
996,0.435,H  - HO   | HO in hydroxamic acid,1.008,oplsaa2024.lt,H,1
1015,0.1,H  - HC   | H in RCHI,1.008,oplsaa2024.lt,H,1
1029,0.03,H  - HC   | H epoxide on C-O,1.008,oplsaa2024.lt,H,1
1042,0.06,H  - HC   | H on CT:tertiary amide,1.008,oplsaa2024.lt,H,1
1045,0.0,H  - HC   | H on CO: tert formamide,1.008,oplsaa2024.lt,H,1
1064,-0.01,"H  - H~   | H on Si in silane, silanol, silyl ether",1.008,oplsaa2024.lt,H,1
1074,0.35,H  - HO   | H in SiOH silanol,1.008,oplsaa2024.lt,H,1
1097,0.03,H  - HA   | H in C5H5- cyclopentadienyl anion,1.008,oplsaa2024.lt,H,1
1099,0.099,H  - HA   | H in C5H5 cyclopentadienyl radical,1.008,oplsaa2024.lt,H,1
1124,0.1,H  - HC   | H in CH3NR3+,1.008,oplsaa2024.lt,H,1
1153,0.15,H  - HC   | allene H,1.008,oplsaa2024.lt,H,1
1239,0.2,H  - HA   | H4 thiazole jlj0003,1.008,oplsaa2024.lt,H,1
1240,0.2,H  - HA   | H5 thiazole jlj0003,1.008,oplsaa2024.lt,H,1
1263,0.4286,"H  - HO   | HO """,1.008,oplsaa2024.lt,H,1
1265,0.0825,"H  - HC   | H """,1.008,oplsaa2024.lt,H,1
9998,0.417,"H  - tipH | TIP3P water H, long-range Coulombic solver",1.008,oplsaa2024.lt,H,1
9996,0.5242,"H  - tipH | TIP4P water H, long-range Coulombic solver",1.008,oplsaa2024.lt,H,1
9993,0.241,"H  - tipH | TIP5P water H, long-range Coulombic solver",1.008,oplsaa2024.lt,H,1
9990,0.41,H  - spcH | SPC water H,1.008,oplsaa2024.lt,H,1
9988,0.4238,H  - spcH | SPC/E water H,1.008,oplsaa2024.lt,H,1
9986,0.679142,H  - opcH | OPC water H,1.008,oplsaa2024.lt,H,1
