Atom_Index,Charge,Info,DataMass,Source,ElementGuess,AtomicNumber
333,-0.56,N  - NA   | Cytosine N1 -use 937 for nucleoside,14.007,oplsaa.lt,N,7
335,-0.54,N  - NC   | Cytosine N3,14.007,oplsaa.lt,N,7
341,-0.79,N  - N2   | Cytosine N-C4,14.007,oplsaa.lt,N,7
346,-0.53,N  - NC   | Adenine N1,14.007,oplsaa.lt,N,7
348,-0.55,N  - NC   | Adenine N3,14.007,oplsaa.lt,N,7
352,-0.49,N  - NB   | Adenine N7 Guanine,14.007,oplsaa.lt,N,7
354,-0.5,N  - NA   | Adenine N9 Guanine -use 936 for,14.007,oplsaa.lt,N,7
356,-0.81,N  - N2   | Adenine N-C6,14.007,oplsaa.lt,N,7
361,-0.56,N  - NA   | Guanine N1,14.007,oplsaa.lt,N,7
363,-0.51,N  - NC   | Guanine N3,14.007,oplsaa.lt,N,7
368,-0.8,N  - N2   | Guanine N-C2,14.007,oplsaa.lt,N,7
377,-0.64,N  - NA   | CytH+ N1 Use AT = N* for nucleoside.,14.007,oplsaa.lt,N,7
379,-0.74,N  - NA   | CytH+ N3 Protonated cytosine.,14.007,oplsaa.lt,N,7
386,-0.81,N  - N2   | CytH+ N-C4,14.007,oplsaa.lt,N,7
405,1.0,N  - N3   | NH4+ K Jensen,14.007,oplsaa.lt,N,7
424,-0.82,N  - NZ   | N in CH2CN- 4190 (89),14.007,oplsaa.lt,N,7
427,-1.31,N  - NC   | N in CH3NH-,14.007,oplsaa.lt,N,7
478,-1.0,N  - N~   | N: primary amide of sulfonamide,14.007,oplsaa.lt,N,7
480,-0.8,N  - N~   | N secondary amide of sulfonamide,14.007,oplsaa.lt,N,7
503,-0.57,N  - NA   | NE in TRP,14.007,oplsaa.lt,N,7
511,-0.49,"N  - NB   | NE in HID, ND in HIE",14.007,oplsaa.lt,N,7
512,-0.54,N  - NA   | N in HIP,14.007,oplsaa.lt,N,7
520,-0.678,N  - NC   | N in pyridine 6-31G*,14.007,oplsaa.lt,N,7
527,-0.468,N  - NC   | N in pyrazine,14.007,oplsaa.lt,N,7
530,-0.839,N  - NC   | N in pyrimidine,14.007,oplsaa.lt,N,7
537,-0.331,N  - NC   | N in pyridazine,14.007,oplsaa.lt,N,7
542,-0.239,N  - NA   | N in pyrrole,14.007,oplsaa.lt,N,7
548,-0.059,N  - NA   | N1 in pyrazole,14.007,oplsaa.lt,N,7
549,-0.491,N  - NB   | N2 in pyrazole,14.007,oplsaa.lt,N,7
557,-0.257,N  - NA   | N1 in imidazole,14.007,oplsaa.lt,N,7
559,-0.563,N  - NB   | N3 in imidazole,14.007,oplsaa.lt,N,7
573,-0.59,N  - NB   | N in oxazole,14.007,oplsaa.lt,N,7
580,-0.413,N  - NB   | N in isoxazole,14.007,oplsaa.lt,N,7
587,-0.5,N  - NA   | N1 in indole,14.007,oplsaa.lt,N,7
603,-0.694,N  - NC   | N1 in quinoline,14.007,oplsaa.lt,N,7
620,-0.76,N  - NC   | N1 in purine (9H),14.007,oplsaa.lt,N,7
622,-0.788,N  - NC   | N3 in purine,14.007,oplsaa.lt,N,7
626,-0.642,N  - NB   | N7 in purine,14.007,oplsaa.lt,N,7
628,-0.682,N  - NA   | N9 in purine,14.007,oplsaa.lt,N,7
635,-0.515,N  - NB   | N in thiazole,14.007,oplsaa.lt,N,7
641,-0.951,"N  - NC   | N in 1,3,5-triazine",14.007,oplsaa.lt,N,7
646,-0.599,"N  - NC   | N in 1,10-phenanthroline",14.007,oplsaa.lt,N,7
657,0.122,N  - NA   | N1 in 1-methylimidazole,14.007,oplsaa.lt,N,7
659,-0.58,N  - NB   | N3 in 1-methylimidazole,14.007,oplsaa.lt,N,7
686,-0.14,N  - N^   | N: beta-lactam; O is 236,14.007,oplsaa.lt,N,7
743,-0.885,N  - N2   | N-H2 of Benzamidine,14.007,oplsaa.lt,N,7
749,-0.62,"N  - NY   | NE """,14.007,oplsaa.lt,N,7
750,-0.785,"N  - NC   | N1 "" "" "" (HN=CZ)",14.007,oplsaa.lt,N,7
751,-0.785,"N  - NY   | N2 "" "" "" (H2N-CZ)",14.007,oplsaa.lt,N,7
753,-0.56,N  - NZ   | N IN RCN all-atom nitriles,14.007,oplsaa.lt,N,7
760,0.54,N  - NO   | N in nitro R-NO2,14.007,oplsaa.lt,N,7
767,0.65,N  - NO   | N in nitro Ar-NO2,14.007,oplsaa.lt,N,7
770,-0.9,N  - NC   | N in neutral benzamidine,14.007,oplsaa.lt,N,7
787,0.794,N  - N~   | N in NO3- F. van Veggel,14.007,oplsaa.lt,N,7
900,-0.9,N  - NT   | N primary amines,14.007,oplsaa.lt,N,7
901,-0.78,N  - NT   | N secondary amines,14.007,oplsaa.lt,N,7
902,-0.63,N  - NT   | N tertiary amines,14.007,oplsaa.lt,N,7
936,-0.5,N  - N§   | Adenine N9 Guanine nucleosides,14.007,oplsaa.lt,N,7
937,-0.56,N  - N§   | Cytosine N1 nucleoside,14.007,oplsaa.lt,N,7
938,-0.6,N  - N§   | Uracil N1 Thymine nucleosides,14.007,oplsaa.lt,N,7
940,-0.1,N  - N3   | N (R3NH+),14.007,oplsaa.lt,N,7
953,-0.352,N  - N3   | glycine zwit. 6-31G* CHELPG charges,14.007,oplsaa.lt,N,7
987,-0.025,"N  - N~   | N: N-methyl,N-phenylacetamide",14.007,oplsaa.lt,N,7
993,-0.634,N  - N~   | N in hydroxamic acid,14.007,oplsaa.lt,N,7
1021,-0.685,N  - N~   | N of secondary N-phenyl sulfonamide,14.007,oplsaa.lt,N,7
1033,-0.427,N  - N~   | N: N-phenylurea,14.007,oplsaa.lt,N,7
1037,-0.36,"N  - NM   | N: tertiary amide JCC 25, 1322 (2004)",14.007,oplsaa.lt,N,7
1125,0.115,N  - N3   | N (ArNR3+) Anilinium Ion,14.007,oplsaa.lt,N,7
1127,0.015,N  - N3   | N (ArNR2H+),14.007,oplsaa.lt,N,7
1235,-0.4,N  - NB   | N thiazole jlj0003,14.007,oplsaa.lt,N,7
78,-1.02,"""Ammonia NH3""",14.007,oplsaa2008.lt,N,7
179,-0.76,"""Amide -CO-NH2""",14.007,oplsaa2008.lt,N,7
180,-0.5,"""Amide -CO-NHR""",14.007,oplsaa2008.lt,N,7
181,-0.14,"""Amide -CO-NR2""",14.007,oplsaa2008.lt,N,7
191,-0.542,"""Urea -NH2""",14.007,oplsaa2008.lt,N,7
193,-0.49,"""Imide -NH-""",14.007,oplsaa2008.lt,N,7
204,-0.43,"""Benzonitrile -CN""",14.007,oplsaa2008.lt,N,7
207,-0.385,"""N-Phenylacetamide N""",14.007,oplsaa2008.lt,N,7
229,-0.4,"""Ammonium NH4+""",14.007,oplsaa2008.lt,N,7
230,-0.3,"""Ammonium RNH3+""",14.007,oplsaa2008.lt,N,7
231,0.0,"""Ammonium R4N+""",14.007,oplsaa2008.lt,N,7
243,-0.8,"""Guanidinium -NH2""",14.007,oplsaa2008.lt,N,7
246,-0.7,"""Guanidinium -NHR""",14.007,oplsaa2008.lt,N,7
252,-0.2,"""Ammonium R2NH2+""",14.007,oplsaa2008.lt,N,7
254,-0.46,"""Diaminopyridine N1""",14.007,oplsaa2008.lt,N,7
256,-0.85,"""Diaminopyridine -NH2""",14.007,oplsaa2008.lt,N,7
262,-0.6,"""Uracil & Thymine N1""",14.007,oplsaa2008.lt,N,7
264,-0.51,"""Uracil & Thymine N3""",14.007,oplsaa2008.lt,N,7
276,-0.56,"""Cytosine N1""",14.007,oplsaa2008.lt,N,7
278,-0.54,"""Cytosine N3""",14.007,oplsaa2008.lt,N,7
284,-0.79,"""Cytosine NH2-""",14.007,oplsaa2008.lt,N,7
289,-0.53,"""Adenine N1""",14.007,oplsaa2008.lt,N,7
291,-0.55,"""Adenine N3""",14.007,oplsaa2008.lt,N,7
295,-0.49,"""Adenine & Guanine N7""",14.007,oplsaa2008.lt,N,7
297,-0.5,"""Adenine & Guanine N9""",14.007,oplsaa2008.lt,N,7
299,-0.81,"""Adenine NH2-""",14.007,oplsaa2008.lt,N,7
304,-0.56,"""Guanine N1""",14.007,oplsaa2008.lt,N,7
306,-0.51,"""Guanine N3""",14.007,oplsaa2008.lt,N,7
311,-0.8,"""Guanine NH2-""",14.007,oplsaa2008.lt,N,7
320,-0.64,"""CytosineH+ N1""",14.007,oplsaa2008.lt,N,7
322,-0.74,"""CytosineH+ N3""",14.007,oplsaa2008.lt,N,7
329,-0.81,"""CytosineH+ NH2-""",14.007,oplsaa2008.lt,N,7
366,-0.82,"""Nitrile Anion CNCH2-""",14.007,oplsaa2008.lt,N,7
369,-1.31,"""Me Amine Anion CH3NH-""",14.007,oplsaa2008.lt,N,7
419,-1.0,"""Sulfonamide -SO2NH2""",14.007,oplsaa2008.lt,N,7
421,-0.8,"""Sulfonamide -SO2NHR""",14.007,oplsaa2008.lt,N,7
444,-0.57,"""TRP NE, HID ND & HIE NE""",14.007,oplsaa2008.lt,N,7
452,-0.49,"""HID NE & HIE ND""",14.007,oplsaa2008.lt,N,7
453,-0.54,"""HIP ND & NE""",14.007,oplsaa2008.lt,N,7
461,-0.678,"""Pyridine N""",14.007,oplsaa2008.lt,N,7
468,-0.468,"""Pyrazine N""",14.007,oplsaa2008.lt,N,7
471,-0.839,"""Pyrimidine N""",14.007,oplsaa2008.lt,N,7
478,-0.331,"""Pyridazine N""",14.007,oplsaa2008.lt,N,7
483,-0.239,"""Pyrrole N""",14.007,oplsaa2008.lt,N,7
489,-0.059,"""Pyrazole N1""",14.007,oplsaa2008.lt,N,7
490,-0.491,"""Pyrazole N2""",14.007,oplsaa2008.lt,N,7
498,-0.257,"""Imidazole N1""",14.007,oplsaa2008.lt,N,7
500,-0.563,"""Imidazole N3""",14.007,oplsaa2008.lt,N,7
514,-0.59,"""Oxazole N""",14.007,oplsaa2008.lt,N,7
521,-0.413,"""Isoxazole N""",14.007,oplsaa2008.lt,N,7
528,-0.5,"""Indole N1""",14.007,oplsaa2008.lt,N,7
544,-0.694,"""Quinoline N1""",14.007,oplsaa2008.lt,N,7
561,-0.76,"""Purine N1""",14.007,oplsaa2008.lt,N,7
563,-0.788,"""Purine N3""",14.007,oplsaa2008.lt,N,7
567,-0.642,"""Purine N7""",14.007,oplsaa2008.lt,N,7
569,-0.682,"""Purine N9""",14.007,oplsaa2008.lt,N,7
576,-0.515,"""Thiazole N""",14.007,oplsaa2008.lt,N,7
582,-0.951,"""1,3,5-Triazine N""",14.007,oplsaa2008.lt,N,7
587,-0.599,"""1,10-Phenanthroline N""",14.007,oplsaa2008.lt,N,7
598,0.122,"""1-Methylimidazole N1""",14.007,oplsaa2008.lt,N,7
600,-0.58,"""1-Methylimidazole N3""",14.007,oplsaa2008.lt,N,7
627,-0.14,"""Beta-Lactam N-C=O""",14.007,oplsaa2008.lt,N,7
664,0.22,"""Bromide -CH2-Br (UA)""",14.027,oplsaa2008.lt,N,7
684,-0.885,"""Benzamidine -NH2""",14.007,oplsaa2008.lt,N,7
690,-0.62,"""Neutral ARG NE""",14.007,oplsaa2008.lt,N,7
691,-0.785,"""Neutral ARG N1 (HN=C)""",14.007,oplsaa2008.lt,N,7
692,-0.785,"""Neutral ARG N2 (H2N-C)""",14.007,oplsaa2008.lt,N,7
694,-0.56,"""Alkyl Nitrile -CN""",14.007,oplsaa2008.lt,N,7
701,0.54,"""Nitroalkane -NO2""",14.007,oplsaa2008.lt,N,7
708,0.65,"""Nitrobenzene -NO2""",14.007,oplsaa2008.lt,N,7
711,-0.9,"""Neutral Benzamidine N""",14.007,oplsaa2008.lt,N,7
728,0.794,"""Nitrate Ion NO3-""",14.007,oplsaa2008.lt,N,7
730,-0.9,"""Amine RNH2""",14.007,oplsaa2008.lt,N,7
731,-0.78,"""Amine R2NH""",14.007,oplsaa2008.lt,N,7
732,-0.63,"""Amine R3N""",14.007,oplsaa2008.lt,N,7
766,-0.5,"""A & G Nucleoside N9""",14.007,oplsaa2008.lt,N,7
767,-0.56,"""C Nucleoside N1""",14.007,oplsaa2008.lt,N,7
768,-0.6,"""U & T Nucleoside N1""",14.007,oplsaa2008.lt,N,7
770,-0.1,"""Ammonium R3NH+""",14.007,oplsaa2008.lt,N,7
783,-0.352,"""GLY Zwitterion N""",14.007,oplsaa2008.lt,N,7
817,-0.025,"""N-Me,N-PhAcetamide N""",14.007,oplsaa2008.lt,N,7
823,-0.634,"""Hydroxamic Acid N""",14.007,oplsaa2008.lt,N,7
840,-0.685,"""N-Ph Sulfonamide -NHPh""",14.007,oplsaa2008.lt,N,7
843,-0.427,"""N-Phenyl Urea N""",14.007,oplsaa2008.lt,N,7
847,-0.36,"""Tertiary Amide -CO-NR2""",14.007,oplsaa2008.lt,N,7
893,0.115,"""Anilinium Ar-NR3+""",14.007,oplsaa2008.lt,N,7
895,0.015,"""Anilinium Ar-NHR2+""",14.007,oplsaa2008.lt,N,7
7,0.0,N  - N~   |,14.007,oplsaa2024.lt,N,7
94,-0.43,"N  - NZ   | N IN CH3CN Mol.Phys.,63,547 (1988)",14.007,oplsaa2024.lt,N,7
127,-1.02,N  - NT   | Ammonia - OPLS-AA,14.007,oplsaa2024.lt,N,7
130,-0.57,N  - N~   | N in DMF - united atom,14.007,oplsaa2024.lt,N,7
237,-0.76,N  - N~   | N: primary amide. alkane parameters.,14.007,oplsaa2024.lt,N,7
238,-0.5,N  - N~   | N: secondary amide 279 for formyl H.,14.007,oplsaa2024.lt,N,7
239,-0.14,N  - N~   | N: tertiary amide NEW TERT AMIDE PARAMETERS:,14.007,oplsaa2024.lt,N,7
249,-0.542,"N  - N~   | N in O=C(NH2)2 Urea 33, 323 (93)",14.007,oplsaa2024.lt,N,7
251,-0.49,N  - N~   | N in imide,14.007,oplsaa2024.lt,N,7
262,-0.43,N  - NZ   | N benzonitrile,14.007,oplsaa2024.lt,N,7
265,-0.385,N  - N~   | N: N-phenylacetamide,14.007,oplsaa2024.lt,N,7
286,-0.4,"N  - N3   | N (NH4+) JPC,90,2174 (1986) N3 sigma and eps changed 5/",14.007,oplsaa2024.lt,N,7
287,-0.3,"N  - N3   | N (RNH3+) """,14.007,oplsaa2024.lt,N,7
288,0.0,"N  - N3   | N (R4N+) "" Ammonium Ions",14.007,oplsaa2024.lt,N,7
300,-0.8,N  - N2   | N: guanidinium NH2,14.007,oplsaa2024.lt,N,7
303,-0.7,N  - N2   | N: guanidinium NHR,14.007,oplsaa2024.lt,N,7
309,-0.2,N  - N3   | N (R2NH2+),14.007,oplsaa2024.lt,N,7
311,-0.46,N  - NC   | DAP N1 Diamino-,14.007,oplsaa2024.lt,N,7
313,-0.85,N  - N2   | DAP N-amine,14.007,oplsaa2024.lt,N,7
319,-0.6,N  - NA   | Uracil N1 -use 938 for nucleoside,14.007,oplsaa2024.lt,N,7
321,-0.51,N  - NA   | Uracil N3,14.007,oplsaa2024.lt,N,7
333,-0.56,N  - NA   | Cytosine N1 -use 937 for nucleoside,14.007,oplsaa2024.lt,N,7
335,-0.54,N  - NC   | Cytosine N3,14.007,oplsaa2024.lt,N,7
341,-0.79,N  - N2   | Cytosine N-C4,14.007,oplsaa2024.lt,N,7
346,-0.53,N  - NC   | Adenine N1,14.007,oplsaa2024.lt,N,7
348,-0.55,N  - NC   | Adenine N3,14.007,oplsaa2024.lt,N,7
352,-0.49,N  - NB   | Adenine N7 Guanine,14.007,oplsaa2024.lt,N,7
354,-0.5,N  - NA   | Adenine N9 Guanine -use 936 for,14.007,oplsaa2024.lt,N,7
356,-0.81,N  - N2   | Adenine N-C6,14.007,oplsaa2024.lt,N,7
361,-0.56,N  - NA   | Guanine N1,14.007,oplsaa2024.lt,N,7
363,-0.51,N  - NC   | Guanine N3,14.007,oplsaa2024.lt,N,7
368,-0.8,N  - N2   | Guanine N-C2,14.007,oplsaa2024.lt,N,7
377,-0.64,N  - NA   | CytH+ N1 Use AT = N* for nucleoside.,14.007,oplsaa2024.lt,N,7
379,-0.74,N  - NA   | CytH+ N3 Protonated cytosine.,14.007,oplsaa2024.lt,N,7
386,-0.81,N  - N2   | CytH+ N-C4,14.007,oplsaa2024.lt,N,7
405,1.0,N  - N3   | NH4+ K Jensen,14.007,oplsaa2024.lt,N,7
424,-0.82,N  - NZ   | N in CH2CN- 4190 (89),14.007,oplsaa2024.lt,N,7
427,-1.31,N  - NC   | N in CH3NH-,14.007,oplsaa2024.lt,N,7
478,-1.0,N  - N~   | N: primary amide of sulfonamide,14.007,oplsaa2024.lt,N,7
480,-0.8,N  - N~   | N secondary amide of sulfonamide,14.007,oplsaa2024.lt,N,7
503,-0.57,N  - NA   | NE in TRP,14.007,oplsaa2024.lt,N,7
511,-0.49,"N  - NB   | NE in HID, ND in HIE",14.007,oplsaa2024.lt,N,7
512,-0.54,N  - NA   | N in HIP,14.007,oplsaa2024.lt,N,7
520,-0.678,N  - NC   | N in pyridine 6-31G*,14.007,oplsaa2024.lt,N,7
527,-0.468,N  - NC   | N in pyrazine,14.007,oplsaa2024.lt,N,7
530,-0.839,N  - NC   | N in pyrimidine,14.007,oplsaa2024.lt,N,7
537,-0.331,N  - NC   | N in pyridazine,14.007,oplsaa2024.lt,N,7
542,-0.239,N  - NA   | N in pyrrole,14.007,oplsaa2024.lt,N,7
548,-0.059,N  - NA   | N1 in pyrazole,14.007,oplsaa2024.lt,N,7
549,-0.491,N  - NB   | N2 in pyrazole,14.007,oplsaa2024.lt,N,7
557,-0.257,N  - NA   | N1 in imidazole,14.007,oplsaa2024.lt,N,7
559,-0.563,N  - NB   | N3 in imidazole,14.007,oplsaa2024.lt,N,7
573,-0.59,N  - NB   | N in oxazole,14.007,oplsaa2024.lt,N,7
580,-0.413,N  - NB   | N in isoxazole,14.007,oplsaa2024.lt,N,7
587,-0.5,N  - NA   | N1 in indole,14.007,oplsaa2024.lt,N,7
603,-0.694,N  - NC   | N1 in quinoline,14.007,oplsaa2024.lt,N,7
620,-0.76,N  - NC   | N1 in purine (9H),14.007,oplsaa2024.lt,N,7
622,-0.788,N  - NC   | N3 in purine,14.007,oplsaa2024.lt,N,7
626,-0.642,N  - NB   | N7 in purine,14.007,oplsaa2024.lt,N,7
628,-0.682,N  - NA   | N9 in purine,14.007,oplsaa2024.lt,N,7
635,-0.515,N  - NB   | N in thiazole,14.007,oplsaa2024.lt,N,7
641,-0.951,"N  - NC   | N in 1,3,5-triazine",14.007,oplsaa2024.lt,N,7
646,-0.599,"N  - NC   | N in 1,10-phenanthroline",14.007,oplsaa2024.lt,N,7
657,0.122,N  - NA   | N1 in 1-methylimidazole,14.007,oplsaa2024.lt,N,7
659,-0.58,N  - NB   | N3 in 1-methylimidazole,14.007,oplsaa2024.lt,N,7
686,-0.14,N  - N^   | N: beta-lactam; O is 236,14.007,oplsaa2024.lt,N,7
743,-0.885,N  - N2   | N-H2 of Benzamidine,14.007,oplsaa2024.lt,N,7
749,-0.62,"N  - NY   | NE """,14.007,oplsaa2024.lt,N,7
750,-0.785,"N  - NC   | N1 "" "" "" (HN=CZ)",14.007,oplsaa2024.lt,N,7
751,-0.785,"N  - NY   | N2 "" "" "" (H2N-CZ)",14.007,oplsaa2024.lt,N,7
753,-0.56,N  - NZ   | N IN RCN all-atom nitriles,14.007,oplsaa2024.lt,N,7
760,0.54,N  - NO   | N in nitro R-NO2,14.007,oplsaa2024.lt,N,7
767,0.65,N  - NO   | N in nitro Ar-NO2,14.007,oplsaa2024.lt,N,7
770,-0.9,N  - NC   | N in neutral benzamidine,14.007,oplsaa2024.lt,N,7
787,0.794,N  - N~   | N in NO3- F. van Veggel,14.007,oplsaa2024.lt,N,7
900,-0.9,N  - NT   | N primary amines,14.007,oplsaa2024.lt,N,7
901,-0.78,N  - NT   | N secondary amines,14.007,oplsaa2024.lt,N,7
902,-0.63,N  - NT   | N tertiary amines,14.007,oplsaa2024.lt,N,7
936,-0.5,N  - N§   | Adenine N9 Guanine nucleosides,14.007,oplsaa2024.lt,N,7
937,-0.56,N  - N§   | Cytosine N1 nucleoside,14.007,oplsaa2024.lt,N,7
938,-0.6,N  - N§   | Uracil N1 Thymine nucleosides,14.007,oplsaa2024.lt,N,7
940,-0.1,N  - N3   | N (R3NH+),14.007,oplsaa2024.lt,N,7
953,-0.352,N  - N3   | glycine zwit. 6-31G* CHELPG charges,14.007,oplsaa2024.lt,N,7
987,-0.025,"N  - N~   | N: N-methyl,N-phenylacetamide",14.007,oplsaa2024.lt,N,7
993,-0.634,N  - N~   | N in hydroxamic acid,14.007,oplsaa2024.lt,N,7
1021,-0.685,N  - N~   | N of secondary N-phenyl sulfonamide,14.007,oplsaa2024.lt,N,7
1033,-0.427,N  - N~   | N: N-phenylurea,14.007,oplsaa2024.lt,N,7
1037,-0.36,"N  - NM   | N: tertiary amide JCC 25, 1322 (2004)",14.007,oplsaa2024.lt,N,7
1125,0.115,N  - N3   | N (ArNR3+) Anilinium Ion,14.007,oplsaa2024.lt,N,7
1127,0.015,N  - N3   | N (ArNR2H+),14.007,oplsaa2024.lt,N,7
1235,-0.4,N  - NB   | N thiazole jlj0003,14.007,oplsaa2024.lt,N,7
